;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
197107;NZZ_1993_08_17_a34_seg2_s2;Es ist sicher richtig , darauf hinzuweisen , dass die Sicherheitspolitik und damit die Rolle sowie die daraus entstehenden Aufgaben unserer Armee ununterbrochen überprüft werden müssen .;ADJD;überprüfen;24;Full|Psp;VVPP;23
218663;NZZ_1993_08_24_a3_seg6_s5;Der Anführer des Kommandos , Donald Mendoza , stellte unterdessen über sandinistische Medien , die weiterhin ununterbrochen aus dem Innern des UNO-Gebäudes berichteten , neue Forderungen auf .;ADJD;berichten;23;Full|3|Pl|Past|Ind;VVFIN;17
221003;NZZ_1993_08_24_a122_seg12_s5;In Zambales und anderen Provinzen der nordphilippinischen Insel Luzon fällt seit Mitte der vergangenen Woche ununterbrochen Monsunregen .;ADJD;fallen|fällen;10;Full|3|Sg|Pres|Ind;VVFIN;16
258008;NZZ_1993_12_02_a150_seg5_s10;Sie wuchsen im dritten Quartal gegenüber dem Vorquartal um 8% , nachdem sie sich seit 1990 ununterbrochen rückläufig entwickelt hatten .;ADJD;rückläufig;18;Pos;ADJD;17
258042;NZZ_1993_12_02_a151_seg3_s11;Mit dem Oktoberplus waren die Bauausgaben erstmals seit 1986 wieder während sechs Monaten ununterbrochen gestiegen .;ADJD;steigen;15;Full|Psp;VVPP;14
305827;NZZ_1993_12_11_a169_seg4_s5;In den letzten eineinhalb Jahren hat die Teuerung von über 4% kontinuierlich auf weniger als 3% nachgegeben , obwohl nun die Wirtschaft seit zehn Quartalen ununterbrochen und zuletzt sogar kräftig wächst .;ADJD;und;27;Coord|-2;KON;26
344310;NZZ_1993_12_21_a70_seg4_s10;33 Jahre lang hielten sich die Freiburger ununterbrochen in der Nationalliga A , und in dieser Zeit gewannen sie zehn Titel , ein Ausweis , der in einer Liga der Fusionen , Konkurse und Klubauflösungen ohne Beispiel ist .;ADJD;in;9;In;APPR;8
368657;NZZ_1993_12_28_a26_seg8_s7;Die burmesischen Streitkräfte üben die Macht im Lande seit dem Staatsstreich Ne Wins im Jahre 1962 ununterbrochen und allein aus .;ADJD;und;18;Coord|-2;KON;17
369479;NZZ_1993_12_28_a71_seg5_s4;Er erscheint ununterbrochen seit 1860 .;ADJD;erscheinen;2;Full|3|Sg|Pres|Ind;VVFIN;3
382238;NZZ_1993_02_01_a56_seg5_s15;Am Erlenbach im Alptal im Kanton Schwyz betreibt die WSL eine hydrologische Messanlage , die den Abfluss ununterbrochen erfasst und mit Unterwassermikrophonen das Poltern der Steine und damit den Geschiebetransport registriert .;ADJD;erfassen;19;Full|3|Sg|Pres|Ind;VVPP;18
404660;NZZ_1993_02_05_a166_seg2_s4;Im Gebiet um den ehemaligen Bahnhof Letten halten sich fast ununterbrochen 200 bis 300 Süchtige auf .;ADJD;halten;8;Full|3|Pl|Pres|Ind;VVFIN;11
414181;NZZ_1993_02_08_a69_seg2_s1;kla. In Morioka regnete es am Wochenende nur einmal - ununterbrochen seit Freitag abend .;ADJD;regnen;4;Full|3|Sg|Past|Ind;VVFIN;11
414231;NZZ_1993_02_08_a70_seg6_s13;Auf dem Feld wird guter Sport geboten , das Wetter spielt ausgezeichnet mit , auf der benachbarten Pferderennbahn wird trainiert , neben dem Oval landen , nachdem sie schattenwerfend ein paarmal über dem fremden Treiben gekreist haben , ununterbrochen Deltasegler und Hängegleiter .;ADJD;Deltasegler;40;Reg|Acc|Pl|Masc;NN;39
441822;NZZ_1993_02_13_a125_seg1_s2;Tafers hat zum zehntenmal ( neunmal ununterbrochen ) den Titel eines Luftgewehr-Mannschaftsmeisters gewonnen .;ADJD;haben;2;Haben|3|Sg|Pres|Ind;VAFIN;7
447545;NZZ_1993_02_15_a100_seg2_s7;Dem Internationalen Skiverband ( FIS ) und seinem Vorstand - in Morioka ununterbrochen im Visier - sind nach diesen Titelkämpfen verschiedene Anregungen in den WM-Rapport zu schreiben .;ADJD;sein;17;Sein|3|Pl|Pres|Ind;VAFIN;13
499349;NZZ_1993_02_26_a19_seg12_s4;Es war das erste Mal , dass der 66jährige Präsident , der das Land seit über 34 Jahren ununterbrochen regiert , in der Öffentlichkeit Rücktrittsgedanken äusserte .;ADJD;regieren;20;Full|3|Sg|Pres|Ind;VVPP;19
531916;NZZ_1994_04_07_a49_seg4_s2;Die Inflation ist hoch , der Lebensstandard sinkt ununterbrochen .;ADJD;sinken;8;Full|3|Sg|Pres|Ind;VVFIN;9
534052;NZZ_1994_04_07_a161_seg7_s4;Im 45 000 Plätze aufweisenden Stade El Menzah verloren sich an beiden Halbfinals bei teilweise regnerischer Witterung zwischen 2000 und 3000 Schaulustige , die mit der für afrikanische Begriffe charakteristischen « Trommelsprache » immerhin Stimmung erzeugten und die Vorgänge auf dem Rasen ununterbrochen begleiteten .;ADJD;begleiten;44;Full|3|Pl|Past|Ind;VVFIN;43
549675;NZZ_1994_04_09_a196_seg8_s20;« Am einen Tag redet er ununterbrochen , am nächsten sitzt er in einer Ecke und schweigt stundenlang . »;ADJD;reden;5;Full|3|Sg|Pres|Ind;VVFIN;7
560265;NZZ_1994_04_13_a3_seg5_s1;"In Stellungnahmen nach dem zweiten Luftschlag hat Bosniens Serbenführer Karadzic den Anspruch der Serben auf Gorazde erneuert , ohne dies jedoch zu begründen ; ferner hat er indirekt mit neuen Angriffen gedroht , als er betonte , die Serben würden nicht vor einer Stellung der Muslime haltmachen , aus der man sie ununterbrochen angreife .";ADJD;angreifen;54;Full|3|Sg|Pres|Subj;VVFIN;53
597931;NZZ_1994_04_20_a41_seg10_s2;Dazu sind praktisch ununterbrochen Konsultationen mit allen in der Schweiz am Verhandlungsgegenstand interessierten Kreisen unerlässlich .;ADJD;unerläßlich;15;Pos;ADJD;4
614252;NZZ_1994_04_23_a52_seg5_s9;Eine solche Gelegenheit bot sich beim jüngsten Regierungswechsel , und Handelsminister Roy MacLaren ist denn auch seit seiner Amtseinsetzung scheinbar ununterbrochen auf Reisen .;ADJD;sein;14;Sein|3|Sg|Pres|Ind;VAFIN;21
636880;NZZ_1994_04_27_a190_seg6_s1;Der Paternoster , die ununterbrochen umlaufenden Kabinen , ist Sinnbild des kontinuierlichen Prozesses in Verwaltungen .;ADJD;umlaufend;6;Pos|Dat|Pl|Fem;ADJA;5
672545;NZZ_1994_08_05_a73_seg7_s9;1608 erbaut , ist dieses Heimet praktisch ununterbrochen im Eigentum der Familie Fankhauser .;ADJD;sein;4;Sein|3|Sg|Pres|Ind;VAFIN;8
677174;NZZ_1994_08_06_a27_seg6_s1;Als einzige Hauptstadt einer spanischen Provinz wird Córdoba von einem kommunistischen Stadtpräsidenten regiert , und dies ununterbrochen seit dem Übergang zur Demokratie .;ADJD;.;23;Pun|Sent;$.;17
716471;NZZ_1994_08_15_a78_seg3_s11;Mit hinterlistig distanzierter Ironie erzählt Ulitzkaja die Lebensgeschichte des Bücherwesens Sonetschka , deren übermässige Lektüre zur « leichten Geistesgestörtheit » wird : « Ganze zwanzig Jahre , von sieben bis siebenundzwanzig , las Sonetschka fast ununterbrochen .;ADJD;lesen;33;Full|3|Sg|Past|Ind;VVFIN;36
730642;NZZ_1994_08_18_a62_seg6_s8;Die Nationalratskommission verbesserte deshalb das Angebot des Ständerates « für Frauen , welche die letzten fünf Jahre unmittelbar vor dem Vorbezug ununterbrochen selbständig oder unselbständig erwerbstätig waren und ihre Erwerbstätigkeit aufgeben » .;ADJD;selbständig;23;Pos;ADJD;22
731674;NZZ_1994_08_18_a108_seg3_s8;Es kam - so notierte Goethe weiter - zu « eine ( m ) Bund , der ununterbrochen gedauert und für uns und andere manches Gute gewirkt hat » .;ADJD;dauern;19;Full|Psp;VVPP;18
731682;NZZ_1994_08_18_a108_seg3_s16;In einer anderen biographischen Notiz kennzeichnete Goethe sein Verhältnis zu Schiller so : « Mit Schiller , dessen Charakter und Wesen dem meinigen völlig entgegenstand , hatte ich mehrere Jahre ununterbrochen gelebt , und unser wechselseitiger Einfluss hatte dergestalt gewirkt , dass wir uns auch da verstanden , wo wir nicht einig waren .;ADJD;leben;32;Full|Psp;VVPP;31
748316;NZZ_1994_08_22_a25_seg4_s22;Als Beleg verweist Auer - nicht ohne Stolz - auf den Umstand , dass die PC-Geschäftseinheit seit ihrer Reorganisation ununterbrochen Gewinne erwirtschaftet .;ADJD;erwirtschaften;22;Full|3|Sg|Pres|Ind;VVPP;20
757759;NZZ_1994_08_23_a161_seg3_s11;Seit 1972 nahm er fast ununterbrochen an den zweijährlich stattfindenden Weltmeisterschaften teil ( neunmal ) .;ADJD;nehmen;3;Full|3|Sg|Past|Ind;VVFIN;6
759082;NZZ_1994_08_24_a60_seg3_s7;Gemäss nationalrätlicher Kommission sollen Frauen , die während der letzten fünf Jahre unmittelbar vor dem Vorbezug ununterbrochen gearbeitet haben , während einer achtjährigen Frist im ersten Vorbezugsjahr keine Rentenkürzung in Kauf nehmen müssen .;ADJD;arbeiten;18;Full|Psp;VVPP;17
774794;NZZ_1994_08_27_a89_seg3_s7;Gemäss nationalrätlicher Kommission sollen Frauen , die während der letzten fünf Jahre unmittelbar vor dem Vorbezug ununterbrochen gearbeitet haben , während einer achtjährigen Frist im ersten Vorbezugsjahr keine Rentenkürzung in Kauf nehmen müssen .;ADJD;arbeiten;18;Full|Psp;VVPP;17
781283;NZZ_1994_08_29_a72_seg5_s10;Dieser verliert sich allerdings zusehends , wenn sich im Laufe des Filmes völlig vorhersehbar die beiden Richtigen , die offensichtlich Zusammenpassenden , finden und Ryder ihr erwiesenes Schauspieltalent auf einen einzigen Gesichtsausdruck ( traurig , verzweifelt , verletzt ) zu reduzieren hat , während Hawke ununterbrochen das Wasser in den Augen steht .;ADJD;stehen;52;Full|3|Sg|Pres|Ind;VVFIN;46
794155;NZZ_1994_12_02_a25_seg3_s5;Selbst Premierminister Narasimha Rao , mit einem knappen Dutzend Ministerportefeuilles kaum unterbeschäftigt , war drei Wochen lang beinahe ununterbrochen auf Tournee .;ADJD;sein;14;Sein|3|Sg|Past|Ind;VAFIN;19
808735;NZZ_1994_12_05_a37_seg4_s3;Jene Partei , die seit dem Ersten Weltkrieg ununterbrochen Regierungsverantwortung getragen hatte , der Christlichdemokratische Appell ( CDA ) , muss sich deshalb in der Oppositionsrolle üben .;ADJD;tragen;11;Full|Psp;VVPP;9
843338;NZZ_1994_12_10_a201_seg3_s1;"wag. Tignes , 9. Dezember Am Freitag schneite es in den Savoyer Alpen ununterbrochen ; in Tignes lagen am Abend bereits über 30 cm Naturschnee .";ADJD;schneien;8;Full|3|Sg|Past|Ind;VVFIN;14
853845;NZZ_1994_12_13_a80_seg12_s15;Der Bergwald , der den Schutz ununterbrochen leisten muss , kann daher besonders wegen seines oft labilen Zustandes nicht sich selbst überlassen werden .;ADJD;leisten;8;Full|-2;VVINF;7
872553;NZZ_1994_12_16_a157_seg3_s30;Seither delinquierte S. praktisch ununterbrochen , legte aber kaum mehr ein Geständnis ab .;ADJD;s.;3;Reg|Nom|Sg|Fem;NN;5
873727;NZZ_1994_12_16_a184_seg4_s15;Auf jeden Fall rechtfertigt es den Verzicht auf jede spielerische Ästhetik nach der Pause , als sich die Mannschaft fast ununterbrochen nur mehr mit Befreiungsschlägen zu helfen wusste und kaum mehr zu konstruktivem Zusammenspiel fand .;ADJD;helfen;27;Full|-2;VVINF;21
912720;NZZ_1994_12_24_a117_seg4_s14;So dauerhaft und ununterbrochen blieben die Ureltern vereint , dass gar keine Kinder zur Welt kommen konnten : der Phallus des Uranos wirkte wie ein Verschluss des Geburtskanals .;ADJD;und;3;Coord|-2;KON;4
933420;NZZ_1994_12_30_a93_seg17_s6;Vielerorts hatte es seit Montag ununterbrochen geregnet .;ADJD;regnen;7;Full|Psp;VVPP;6
1056686;NZZ_1994_02_24_a108_seg2_s11;1964 wählte ihn das Zugervolk in den Ständerat , ein Gremium , in dem er sich besonders wohl fühlte und dem er bis 1973 ununterbrochen angehörte .;ADJD;angehören;26;Full|3|Sg|Past|Ind;VVFIN;25
1061691;NZZ_1994_02_25_a66_seg9_s6;"Die starke Steigerung der Exporttonnage - bedient wurden 71 Länder - auf ein Rekordvolumen brachte dank höherwertigem Sortimentsmix einen Mehrumsatz von über 20% ; die Ausfuhrerlöse steigen seit sechs Jahren ununterbrochen mit zweistelligen Prozentraten und erreichten im Berichtsjahr 4 Mio. Fr.";ADJD;steigen;27;Full|3|Pl|Pres|Ind;VVFIN;31
1086908;NZZ_1994_01_04_a61_seg3_s9;Er erscheint ununterbrochen seit 1860 .;ADJD;erscheinen;2;Full|3|Sg|Pres|Ind;VVFIN;3
1091334;NZZ_1994_01_05_a62_seg10_s3;Seit dem Frühjahrstreffen 1993 der Opec sind die Preise fast ununterbrochen abgebröckelt .;ADJD;abbröckeln;12;Full|Psp;VVPP;11
1100125;NZZ_1994_01_07_a43_seg1_s3;Statt wie bisher während 5 Tagen pro Woche sollen die Stahlöfen künftig während 7 Tagen ununterbrochen produzieren .;ADJD;produzieren;17;Full|-2;VVINF;16
1107825;NZZ_1994_01_08_a103_seg5_s3;Über Sydney trieben am Freitag ununterbrochen Rauchschwaden .;ADJD;treiben;3;Full|3|Pl|Past|Ind;VVFIN;6
1153432;NZZ_1994_01_18_a162_seg3_s13;Sogar in der Freiwurfrangliste , die er fünf Jahre lang ununterbrochen angeführt hatte , belegt « The Mailman » hinter David Robinson ( San Antonio ) und Shaquille O ' Neal ( Orlando ) nur noch Platz drei .;ADJD;anführen;12;Full|Psp;VVPP;11
1160775;NZZ_1994_01_20_a38_seg3_s5;Die Dezember-Zahlen bedeuten , dass die Inflationsrate zum erstenmal seit 1960 während zwölf Monaten ununterbrochen weniger als 2% betragen hatte .;ADJD;weniger;16;Indef|Subst|-3|*4|*5|*6;ADV;15
1172685;NZZ_1994_01_22_a50_seg4_s1;Ug. London , 21. Januar Der Krieg der Worte zwischen der Regierung Major und der parlamentarischen Opposition sowie einem bemerkenswert grossen Teil der Medien - einschliesslich praktisch der gesamten Tory-Presse - über den gegenwärtigen und zukünftigen Zustand der britischen Wirtschaft wogt ununterbrochen hin und her .;ADJD;wogen;41;Full|3|Sg|Pres|Ind;VVFIN;42
1178132;NZZ_1994_01_22_a215_seg3_s116;Einst war das Kirchengold so genial angebracht , dass die Sonne , selbst wenn es draussen ununterbrochen regnete , den ganzen Tag hereinschien .;ADJD;regnen;18;Full|3|Sg|Past|Ind;VVFIN;17
1248061;NZZ_1994_07_07_a28_seg3_s4;Liebenberg , der bis vor einigen Monaten den drittgrössten Bankenkonzern Südafrikas ( Nedcor ) geleitet hatte , für den er 42 Jahre lang ununterbrochen arbeitete , kommt eine dreimonatige Einführungsphase zugute : Er wird erst im Oktober sein neues Amt übernehmen .;ADJD;arbeiten;25;Full|3|Sg|Past|Ind;VVFIN;24
1296464;NZZ_1994_07_16_a125_seg12_s9;Herbert redete so ununterbrochen , wie er es früher getan hatte , bis ihm die Sorgen den Mund verschlossen .;ADJD;reden;2;Full|3|Sg|Past|Ind;VVFIN;4
1300471;NZZ_1994_07_16_a201_seg3_s68;Die Zuzüger , die mit dem relativ günstigen Bauland abseits der Strasse wohl die gesuchte Ruhe , nicht aber die nötigen , zu Fuss erreichbaren Arbeitsplätze fanden , pendeln ununterbrochen hin und her .;ADJD;pendeln;29;Full|3|Pl|Pres|Ind;VVFIN;30
1324301;NZZ_1994_07_23_a16_seg12_s7;Vor dem Hotel tagt ununterbrochen eine Meute von rwandischen Militärs und Milizionären .;ADJD;tagen;4;Full|3|Sg|Pres|Ind;VVFIN;5
1332305;NZZ_1994_07_25_a55_seg7_s13;Die SP , so hat man den Eindruck , ist ununterbrochen im Wahlkampf .;ADJD;sein;10;Sein|3|Sg|Pres|Ind;VAFIN;11
1347972;NZZ_1994_07_28_a91_seg6_s13;Sie ist , von Osten bis Westen , überblickbar - Boten informieren ununterbrochen darüber , was anderswo geschieht - , und , wesentlicher : sie ist zu klein für mehrere Herrscher .;ADJD;sein;2;Sein|3|Sg|Pres|Ind;VAFIN;13
1394522;NZZ_1994_06_07_a99_seg11_s9;Wie im Kriegseinsatz sind die Kommandanten 24 Stunden ununterbrochen bei der Truppe , und der Einsatzerfolg hängt vom reibungslosen Zusammenwirken im Team ab .;ADJD;bei;10;Dat;APPR;9
1425578;NZZ_1994_06_13_a48_seg6_s6;Zu diesem Recht wären jene Ausländer gekommen , die während acht Jahren - wovon drei Jahre im Kanton - ununterbrochen in der Schweiz ansässig und im letzten Jahr vor der Erteilung des Stimm- und Wahlrechts im Kanton wohnhaft gewesen sind .;ADJD;in;21;In;APPR;20
1427103;NZZ_1994_06_13_a145_seg10_s15;Weil es während der dreieinhalb Rennstunden ununterbrochen regnete und im Ziel auf 2035 m gar schneite , verspürte kaum einer der Professionals grossen Tatendrang .;ADJD;regnen;8;Full|3|Sg|Past|Ind;VVFIN;7
1460501;NZZ_1994_06_18_a209_seg7_s5;Solche oder ähnliche Fragen prasselten ununterbrochen auf den Coach nieder .;ADJD;prasseln;5;Full|3|Pl|Past|Ind;VVFIN;6
1490407;NZZ_1994_06_24_a207_seg2_s3;Der « Líder máximo » ist seit dem Jahre 1959 ununterbrochen als Staats- , Regierungs- und Parteichef mit diktatorischen Vollmachten am Ruder .;ADJD;sein;6;Sein|3|Sg|Pres|Ind;VAFIN;11
1494720;NZZ_1994_06_25_a142_seg4_s11;Der heute 39jährige gelernte Flächenmaler Lutz stand in den letzten 20 Jahren praktisch ununterbrochen wegen Betäubungsmitteldelikten mit der Justiz im Konflikt , wobei er nach Auffassung der Gerichte selber nicht als süchtig bezeichnet werden kann .;ADJD;stehen;7;Full|3|Sg|Past|Ind;VVFIN;14
1513814;NZZ_1994_05_31_a55_seg3_s7;Das PTT-Auftragsvolumen war 1992 erstmals leicht zurückgegangen , nachdem die Zahlungen seit 1977 ununterbrochen von 8 Mrd. Fr .;ADJD;.;19;Pun|Sent;$.;14
1524357;NZZ_1994_05_03_a5_seg2_s18;Aussenminister Peres , dessen Rede ununterbrochen von Zwischenrufen gestört wurde , verlangte die Abweisung der Misstrauensvoten , da die Würfel schon gefallen seien .;ADJD;stören;9;Full|Psp;VVPP;6
1534029;NZZ_1994_05_05_a8_seg9_s4;Die Vorliebe von D 66 gehört einer « lila » Koalition , in der sie gemeinsam mit der Arbeiterpartei und den Altliberalen regieren und die Christlichdemokraten , die seit mehr als 70 Jahren ununterbrochen an der Macht sind , erstmals in die Opposition schicken würden .;ADJD;sein;38;Sein|3|Pl|Pres|Ind;VAFIN;34
1535617;NZZ_1994_05_05_a101_seg3_s11;Sämtliche Fernsehsender übertrugen ununterbrochen werbefrei seit dem Morgengrauen Ankunft und Trauerfeierlichkeiten .;ADJD;werbefrei;5;Pos;ADJD;4
1541735;NZZ_1994_05_06_a121_seg3_s4;Sämtliche Fernsehsender übertrugen wie am Vortag ohne störende Werbeeinschaltungen ununterbrochen die Trauerfeierlichkeiten .;ADJD;übertragen;3;Full|3|Pl|Past|Ind;VVFIN;10
1559008;NZZ_1994_05_10_a24_seg3_s3;Der Flughafen und der Ostteil der Hauptstadt des ostafrikanischen Landes lagen laut Uno-Angaben ununterbrochen unter schwerem Artilleriebeschuss .;ADJD;liegen;11;Full|3|Pl|Past|Ind;VVFIN;14
1583800;NZZ_1994_05_14_a219_seg4_s44;Ein Herr in auffallend gutem Anzug geht ununterbrochen auf und ab , spricht und diskutiert angeregt mit einem nicht vorhandenen Begleiter und schreit diesen nach immer gleich vielen Schritten an , er werde sich nie auf der Strasse ausstrecken .;ADJD;gehen;7;Full|3|Sg|Pres|Ind;VVFIN;8
1584720;NZZ_1994_05_16_a24_seg3_s2;Die Christlichdemokraten , die seit über 70 Jahren ununterbrochen an der Macht waren , halten sich nach ihrer schweren Niederlage zunächst im Hintergrund .;ADJD;sein;13;Sein|3|Pl|Past|Ind;VAFIN;9
1591125;NZZ_1994_05_17_a70_seg5_s2;Gemäss den Formulierungen der Initiative , die am Wochenende vom 12. Juni zur Abstimmung gelangt , erhalten jene Ausländer das Stimm- und aktive Wahlrecht , die während acht Jahren - wovon drei Jahre im Kanton - ununterbrochen in der Schweiz ansässig und im letzten Jahr vor der Erteilung des Stimm- und aktiven Wahlrechts im Kanton wohnhaft gewesen sind .;ADJD;in;38;In;APPR;37
1686010;NZZ_1994_03_07_a71_seg8_s13;"Langbeinige Mailänderinnen spielen mit ihren ragazzi Volleyball ; ein Töchterchen , vom papà bewacht , lässt Barbie und Ken im Kinderpool trainieren , bis sie den pazifischen Wellen standhalten können ; eine mittelalterliche Gruppe von Ehepaaren , die ununterbrochen über die in Varese gebliebenen Bekannten reden , hält jede Urlaubsekunde mit der Videokamera fest .";ADJD;reden;46;Full|3|Pl|Pres|Ind;VVFIN;39
1690654;NZZ_1994_03_08_a21_seg4_s4;Bisher hatte die Partei , die seit 65 Jahren ununterbrochen an der Macht ist , die Beteiligung ausländischer Beobachter an den Wahlen immer als Eingriff in die Souveränität Mexikos zurückgewiesen .;ADJD;sein;14;Sein|3|Sg|Pres|Ind;VAFIN;10
1707629;NZZ_1994_03_10_a224_seg8_s10;"Die ständige Banditenpräsenz macht ihr heute ebenso wie den Kindern und Jugendlichen zu schaffen ; in Spannungszeiten reden alle ununterbrochen , rennen selbst dann ans Fenster , wenn das Geräusch draussen kein Schuss war .";ADJD;machen;4;Full|3|Sg|Pres|Ind;VVFIN;20
1725089;NZZ_1994_03_14_a158_seg5_s2;Der 30jährigen Nelli Fiere- Cooman , von 1985 bis 1989 ununterbrochen Siegerin über 60 m , gelang eine bemerkenswerte Wiederanknüpfung an schon vergessen geglaubte Zeiten .;ADJD;Siegerin;12;Reg|Acc|Sg|Fem;NN;11
1748349;NZZ_1994_03_18_a118_seg7_s1;Seit 1970 haben Sie ununterbrochen das Sozialamt geführt .;ADJD;führen;8;Full|Psp;VVPP;5
1758125;NZZ_1994_03_19_a202_seg1_s22;Dokumentation von Pelham Aldrich-Blake Ein Meer von Nadelbäumen , die Taiga , zieht sich ununterbrochen 10 000 Kilometer lang von der Ostsee bis zur Küste Sibiriens .;ADJD;ziehen;13;Full|3|Sg|Pres|Ind;VVFIN;15
1762171;NZZ_1994_03_21_a106_seg2_s3;Seit der Saison 1962/63 ununterbrochen in der höchsten Liga präsent , balanciert der Verein aus dem Zürcher Flughafenvorort gegenwärtig überzeugender als je zuvor den Ritt auf der Erfolgswelle .;ADJD;in;6;In;APPR;5
1795482;NZZ_1994_03_28_a50_seg4_s3;Die SVP hingegen scheidet aus der Basler Exekutive aus , für die sie seit 1950 ununterbrochen Mitglieder gestellt hatte .;ADJD;stellen;18;Full|Psp;VVPP;16
1800186;NZZ_1994_03_28_a188_seg1_s72;Für eine Prämie , die die Krankenhauskosten seiner Frau deckt , erklärt er sich bereit , sieben Tage und sieben Nächte ununterbrochen Fahrrad zu fahren .;ADJD;fahren;25;Full|-2;VVINF;22
1801741;NZZ_1994_03_29_a51_seg2_s8;So weisen die Einzelhandelsumsätze seit ungefähr April 1992 einen nahezu ununterbrochen steigenden Trend auf .;ADJD;steigend;12;Pos|Acc|Sg|Masc;ADJA;11
1821105;NZZ_1994_11_03_a4_seg3_s13;« Im Moment stossen die bosnischen Regierungstruppen ununterbrochen gegen die in Bosanska Krupa eingekesselten serbischen Verbände vor » , sagte ein Uno-Sprecher .;ADJD;stoßen;4;Full|3|Pl|Pres|Ind;VVFIN;8
1826135;NZZ_1994_11_03_a176_seg3_s3;Auch die Eisenbahn begleitet den Fluss fast ununterbrochen , wobei die Strecken am Oberlauf zwischen Immendingen und Mengen , aber auch unten zwischen Osterhofen und Passau zu den landschaftlich reizvollsten Deutschlands zählen .;ADJD;begleiten;4;Full|3|Sg|Pres|Ind;VVFIN;8
1826199;NZZ_1994_11_03_a176_seg15_s13;Zur Linken begleiten nun die Höhen des Bayrischen Waldes die Donau ununterbrochen , während sich rechts eine weite , überaus fruchtbare Ebene , die Kornkammer Bayerns , öffnet : der Gäuboden mit seiner « Hauptstadt » Straubing .;ADJD;begleiten;3;Full|3|Pl|Pres|Ind;VVFIN;12
