;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
115459;NZZ_1993_04_26_a196_seg3_s8;Im Rennen arbeitete er sich sukzessive vor , und nachdem kurz vor Schluss die Lotus , die er im Rückspiegel sah , ausgefallen waren , bot sich JJ Lehto die Möglichkeit , auf den bedenklich schwach gewordenen Öldruck mit langsamer gefahrenen Runden zu reagieren .;ADJA;vor;7;Verb;PTKVZ;6
116212;NZZ_1993_04_26_a223_seg2_s11;Dann folgte die sukzessive systematische Entrechtung durch drakonische Gesetze und schliesslich die Ghettoisierung im Spätherbst 1940 .;ADJA;Entrechtung;6;Reg|Nom|Sg|Fem;NN;4
117245;NZZ_1993_04_26_a248_seg5_s1;Marktöffnung : Während von westlicher Seite die grundsätzliche Bereitschaft zu weiteren Marktöffnungsschritten zugesagt wurde , wird von den Reformstaaten die Schaffung einer wirksamen Exportkontroll-Gesetzgebung erwartet , um die Cocom-Restriktionen sukzessive aufheben zu können .;ADJA;aufheben;31;Full|-2;VVINF;30
126934;NZZ_1993_04_28_a177_seg5_s6;Für die Patria Allgemeine bedeutete dies seit Herbst 1992 einen namhaften Stellenabbau , der auf Grund eines Sozialplans und einer aktiven Hilfe bei der Stellenvermittlung sowie durch Umplacierungen zur Patria Leben und zur Helvetia sukzessive abgewickelt wird .;ADJA;werden;37;Aux|3|Sg|Pres|Ind;VAFIN;35
147328;NZZ_1993_08_03_a147_seg2_s5;Als Grund der Verlandung - der Wasserspiegel ist in den letzten Jahrzehnten sukzessive um über einen Meter gefallen - wird der Schwund des Grundwassersees unter dem Wangemer Berg vermutet , was seinerseits der starken Bautätigkeit in jener Gegend zugeschrieben wird .;ADJA;No Head;0;No Head;No Head;13
149253;NZZ_1993_08_04_a53_seg7_s4;Der Vertrag wurde im materiellen Bereich sukzessive ausgebaut und mit Vorschriften zum Schutz des Arbeitnehmers bei Betriebsschliessungen , Empfehlungen über die Freizügigkeit in der beruflichen Vorsorge , Partnerschaftsaktionen u. a. erweitert .;ADJA;ausbauen;8;Full|Psp;VVPP;7
176939;NZZ_1993_08_10_a141_seg7_s3;"Vielen dürfte es kaum bekannt sein , dass der Biber vor rund zwei Jahrzehnten im Thurgau wieder angesiedelt wurde und sich seit einigen Jahren sukzessive thurabwärts weiter ausbreitet ; man hat ihn aber auch schon an der Glatt , unmittelbar vor den Toren der Stadt Zürich , gesichtet .";ADJA;--;26;Pos;NN;25
184685;NZZ_1993_08_13_a37_seg2_s46;Oder nach einer Struktur , die durch sukzessive Verallgemeinerungen auf so flüchtige Konturen reduziert wurde , dass man an ihrer Erfassung verzweifelt ? »;ADJA;Verallgemeinerung;9;Reg|Acc|Pl|Fem;NN;8
185611;NZZ_1993_08_13_a76_seg2_s7;Dann wurde es um Tway sukzessive stiller .;ADJA;werden;2;Aux|3|Sg|Past|Ind;VAFIN;6
195666;NZZ_1993_08_16_a141_seg3_s4;"Gleichzeitig haben sich auch die Zinssätze sukzessive ermässigt , wobei der Diskontsatz zur Zeit bei 2% liegt ; die Prime rate hat gleichzeitig einen Stand von 75% erreicht , und derart tiefe Zinsen hat Kanada in mehr als einem Vierteljahrhundert keine mehr erlebt .";ADJA;ermäßigen;8;Full|Psp;VVPP;7
195692;NZZ_1993_08_16_a143_seg6_s8;Die Regierung Balladur folge offenkundig dem deutschen Beispiel und senke sukzessive nur den Tagesgeldsatz , lasse die Leitzinsen aber unberührt .;ADJA;Tagesgeldsatz;14;Reg|Acc|Sg|Masc;NN;11
197064;NZZ_1993_08_17_a30_seg2_s5;Das Saisonnierkontingent soll nach Absicht des Bundesrates per November 1994 sukzessive reduziert und später aufgehoben werden .;ADJA;per;8;Per;APPR;11
206441;NZZ_1993_08_19_a145_seg4_s6;Für die Arbeitslosenversicherung ( ALV ) schliesslich ginge die Rechnung gemäss den Vorstellungen Landerts ebenfalls auf , indem weniger Ausgaben für « reguläre » Kurzarbeit und Arbeitslosigkeit anfallen würden und vor allem , weil die Entschädigung der Unternehmen durch die ALV innert weniger Jahre sukzessive auf Null abzusenken wäre .;ADJA;auf;46;Auf;APPR;45
207619;NZZ_1993_08_20_a19_seg12_s12;So sendet namentlich Arafat in letzter Zeit Signale einer gewissen Kompromissbereitschaft aus , während zugleich die Delegation in Washington nach wie vor einer intransigenten Strategie den Vorzug vor einer Politik gibt , die eine sukzessive Zurückdrängung des israelischen Einflusses in den besetzten Gebieten oder mindestens eine Verbesserung der Lebensverhältnisse anstrebt .;ADJA;Zurückdrängung;36;Reg|Acc|Sg|Fem;NN;35
208959;NZZ_1993_08_20_a97_seg3_s12;Das Projekt sieht im einzelnen vor , dass auf Löhnen , die weniger als 150% des smic ausmachen , die zu leistenden Familienabgaben ( « cotisations familiales » ) bis 1998 sukzessive entfallen , wodurch sich diese Arbeitskräfte um rund 4% verbilligten .;ADJA;entfallen;33;Full|Psp;VVPP;32
215137;NZZ_1993_08_23_a41_seg2_s3;Beobachtet er statt dessen anhand der Bodenfunde , wie ein vorher schrift- und ( wenigstens nach aussen ) geschichtsloses Land sukzessive in den Sog der mediterranen Stadtkultur gerät , die es , wenn auch ungleichmässig , für alle Zukunft prägen wird , wie aus Allobrogern , Helvetiern , Raurakern , Rätern allmählich Romani werden , so strebt er die Position des sachbezogenen unparteiischen Beobachters an .;ADJA;geraten;28;Full|3|Sg|Pres|Ind;VVFIN;21
221117;NZZ_1993_08_24_a123_seg3_s10;Seit 1973 haben sukzessive Irland , Schweden , Dänemark , Norwegen und die Niederlande das kommunale Wahlrecht für Ausländerinnen und Ausländer eingeführt .;ADJA;Irland;5;Name|Nom|Sg|Neut;NE;4
224260;NZZ_1993_08_25_a129_seg3_s2;Dies ist ein weiteres Zeichen für die sukzessive Gesundung der Branche , die nun ohne weitere Eingriffe der öffentlichen Hand in Gang gekommen ist .;ADJA;Gesundung;9;Reg|Acc|Sg|Fem;NN;8
237001;NZZ_1993_08_28_a157_seg12_s12;Ist , um nochmals anders zu fragen , im gegenwärtigen Zeitpunkt die sukzessive Preisgabe von Teilen unserer Souveränität richtig ?;ADJA;Preisgabe;14;Reg|Acc|Sg|Fem;NN;13
245022;NZZ_1993_07_31_a101_seg2_s5;Der Tennissport hat sich sukzessive vom exklusiven Sport wohlhabender Kreise zum Breitensport entwickelt .;ADJA;entwickeln;13;Full|Psp;VVPP;5
250288;NZZ_1993_12_01_a55_seg14_s4;Können sie aber unter tropischen Klimabedingungen verwittern , so werden wasserlösliche Anteile sukzessive weggelöst .;ADJA;--;14;Full|Psp;ADJD;13
255096;NZZ_1993_12_02_a61_seg6_s5;Im Kreis 5 entsteht um den Escher-Wyss-Platz sukzessive ein neuer Stadtteil , deshalb ist der Wohnanteil auf dem Löwenbräu-Areal durchaus gerechtfertigt .;ADJA;Stadtteil;11;Reg|Nom|Sg|Masc;NN;8
256648;NZZ_1993_12_02_a122_seg2_s30;Es ist seither sukzessive weiter ausgebaut worden und zeigt heute einerseits ein noch annähernd unverdorbenes Bild von der Wohnkultur und dem Lebensstandard der wohlhabenden Davoser Bürger der Vergangenheit , macht anderseits aber ebensosehr mit dem Leben der Bauern und mit viel altem bäuerlichem Kulturgut bekannt .;ADJA;werden;7;Aux|Psp;VAPP;4
264179;NZZ_1993_12_03_a188_seg4_s16;Falls diese Entwicklung anhalte und es der Regierung gelinge , den Haushalt sukzessive zu konsolidieren , so bestehe eine gute Chance , dass das Exportwachstum auf die inländische ( Konsum- ) Nachfrage und letztlich auf die nach wie vor über einer Quote von 11% liegende Arbeitslosigkeit durchschlage .;ADJA;konsolidieren;15;Full|-2;VVINF;13
268566;NZZ_1993_12_04_a78_seg2_s5;"Darüber hinaus soll indessen das Augenmerk auch auf die zahlreichen Probleme rund um den Schweizer Klubfussball gerichtet werden ; Schwierigkeiten , die sich sukzessive zu verschärfen drohen und dringend der Lösung bedürfen .";ADJA;verschärfen;26;Full|-2;VVINF;24
275297;NZZ_1993_12_06_a102_seg3_s3;Seit dem 11. September musste die Mannschaft Jaras auf diesen Erfolg warten , eine Zeit , in der sie vom Kopf der Tabelle sukzessive in untere Ranglistengefilde rutschte .;ADJA;rutschen;28;Full|3|Sg|Past|Ind;VVFIN;24
277774;NZZ_1993_12_06_a171_seg5_s5;Die Idee schien tauglich und anfänglich auch der Redaktion dieser Zeitung unterstützenswert , bewährte sich aber nicht , da einerseits viele Abonnenten die « bedienten » Wagen vorgezogen und zu deren Überfüllung beigetragen haben und anderseits in den nichtkontrollierten Einheiten sukzessive jene unliebsamen Erscheinungen ( Verschmutzung , Vandalenakte ) Einzug hielten , die heute - ergänzt durch Vergewaltigungen , Raub , Brandstiftungen und einen Mord - kaum mehr in den Griff zu bekommen sind .;ADJA;Erscheinung;44;Reg|Acc|Pl|Fem;NN;41
282358;NZZ_1993_12_07_a159_seg24_s2;Die durchgehende Westströmung hat sich sukzessive bis gegen den Ural ausgedehnt , und die atlantischen Wirbel konnten damit über Skandinavien hinweg bis nach Nordrussland vordringen .;ADJA;bis;7;--;KON;6
287367;NZZ_1993_12_08_a154_seg6_s7;Denn sie bildet , da ja die EG-Produktion und damit die Ausfuhren sukzessive reduziert werden sollen , nach wie vor den Kern des EG-Agraropfers in der Uruguay-Runde .;ADJA;reduzieren;14;Full|Psp;VVPP;13
288007;NZZ_1993_12_08_a189_seg7_s3;So beantragt der Regierungsrat dem Kantonsrat den in den achtziger Jahren sukzessive von 120 auf 108 Prozent reduzierten Steuerfuss geringfügig um 3 auf 111 Prozente zu erhöhen .;ADJA;Steuerfuß;19;Reg|Acc|Sg|Masc;NN;12
292721;NZZ_1993_12_09_a182_seg6_s4;"In einem Radiointerview gab sich dieser Tage auch der zurückgetretene Volvo-Vorsitzende , Pehr Gyllenhammar , ähnlich pessimistisch : Für ihn ist letzte Woche nicht nur die Fusion gestorben ; seiner Ansicht nach ist auch die Chance gross , dass das Kooperationsabkommen zwischen Volvo und Renault sukzessive aufgelöst werden wird .";ADJA;auflösen;47;Full|Psp;VVPP;46
298279;NZZ_1993_12_10_a170_seg6_s8;"Das ehemalige kleine Defizit wandelte sich sukzessive in einen substantiellen Handelsbilanzüberschuss ; dieser Trend setzte sich im ersten Semester 1993 verstärkt fort , weil jetzt sinkenden osteuropäischen Lieferungen ( -14% ) ein unveränderter Anstieg der Einfuhren ( +11% ) gegenüberstand .";ADJA;No Head;0;No Head;No Head;7
306185;NZZ_1993_12_11_a174_seg69_s2;Die durchgehende Westströmung , die seit Monatsbeginn über Nordeuropa sukzessive nach Osten vorangekommen war , hat sich in der zu Ende gehenden Woche nach Süden ausgeweitet und auch unser Land erfasst .;ADJA;vorankommen;13;Full|Psp;VVPP;10
306195;NZZ_1993_12_11_a174_seg69_s12;"Hinter dem nächsten atlantischen Wirbel , der über das Wochenende langsam von der Nord- zur Ostsee zieht , stösst kühlere Meeresluft nach Mitteleuropa vor , so dass die bei auf Nordwest drehenden , in den Bergen weiterhin stürmischen Winden fallenden Niederschläge am Alpennordhang wohl intensiv sein werden und sukzessive bis in die Niederungen in Schnee übergehen ; Berglagen werden nun bis unterhalb 1000 Meter eingeschneit .";ADJA;und;48;Coord|-2;KON;49
310626;NZZ_1993_12_13_a130_seg10_s6;"Verhalten angegangen und bei der ( allerdings wenig aussagekräftigen ) ersten Zwischenzeitnahme nach 4 km noch 42. , verbesserte er sich sukzessive bis auf Platz zwei ; es war dies seine 35 .";ADJA;bis;23;Bis;KON;22
312432;NZZ_1993_12_13_a185_seg3_s4;Obschon die aus gebrauchten Metallgegenständen phantasievoll zusammengeschweissten Objekte der grauen Lieblingsfarbe der Stadtbehörde durchaus entsprechen , sollen die Recycling-Menschen - ästhetisch so etwas wie die zeitgenössische Variante städtischer Gartenzwerge , von den anonymen Königen verkehrstechnisch teilweise aber etwas ungünstig placiert - sukzessive wieder weggeräumt werden .;ADJA;werden;45;Aux|-2;VAFIN;42
315282;NZZ_1993_12_14_a95_seg2_s14;Vielmehr mussten die angehenden Cracks sukzessive verkauft werden .;ADJA;werden;8;Aux|-2;VAINF;6
322059;NZZ_1993_12_15_a156_seg3_s2;Ottawa hat für diese Art der Bewirtschaftung einzelner Marktsegmente im Rahmen der vor dem Abschluss stehenden Gatt-Verhandlungen nicht unerwartet keinerlei Schützenhilfe mehr gefunden und wird die Boards ab 1995 mit Zolltarifen zu ersetzen haben , die über die Jahre sukzessive abgebaut werden .;ADJA;abbauen;41;Full|Psp;VVPP;40
324517;NZZ_1993_12_16_a59_seg2_s9;Die Kunstkommissionen werden sukzessive mit mehr Frauen besetzt .;ADJA;mit;5;Dat;APPR;4
327981;NZZ_1993_12_16_a193_seg2_s3;Wie Stadtrat Rudolf Aeschbacher , Vorsteher des Bauamtes I , an einer Pressekonferenz im Anschluss an die Stadtratssitzung erklärte , würde dieser Auftrag den Stadtrat in seinem Bestreben unterstützen , die Fussgängerzonen in der Innenstadt etappenweise und sukzessive zu erweitern ( NZZ Nr. 255 ) .;ADJA;und;37;Coord|-2;KON;38
339669;NZZ_1993_12_20_a118_seg8_s6;Nach der ersten Zwischenzeit bei 2 km noch Siebenter , machte er sukzessive Zeit gut und verbesserte sich schliesslich noch auf den zweiten Platz .;ADJA;Zeit;14;Reg|Acc|Sg|Fem;NN;13
346194;NZZ_1993_12_21_a137_seg10_s2;Auch wenn , wie die OECD eingesteht , diese sukzessive Verschlechterung der Fiskalposition - vorab in Europa - in erster Linie das Resultat « automatischer Stabilisatoren » ist , so besteht ihrer Ansicht nach begründete Furcht , dass der sich abzeichnende Aufschwung zu schwach und zu schleppend sein wird , um die angespannten Staatsfinanzen wieder ins Lot zu bringen .;ADJA;Verschlechterung;11;Reg|Acc|Sg|Fem;NN;10
346271;NZZ_1993_12_21_a144_seg5_s1;Vergleichsweise günstiger beurteilt die Organisation dagegen die Entwicklung der schweizerischen Exporte , welche ihrer Ansicht nach im kommenden Jahr den 6%igen Einbruch von 1993 überwinden und dank einem sukzessive verbesserten Klima in den umliegenden Ländern um wieder 5% expandieren werden .;ADJA;Klima;31;Reg|Dat|Sg|Neut;NN;29
346493;NZZ_1993_12_21_a151_seg31_s3;Nachdem in der Nacht zum Freitag hinter der Kaltfront des nach Skandinavien weitergezogenen alten Sturmtiefs Schnee bis gegen 600 Meter herunter gefallen war , führte im Laufe des Tages eine neue atlantische Zyklone wieder wärmere Meeresluft heran , in der die windgepeitschten Niederschläge sukzessive bis gegen 1500 Meter hinauf in Regen übergingen , bevor ein von Spanien zu den Alpen ausgreifendes Zwischenhoch am Samstag für vorübergehende Beruhigung sorgte .;ADJA;bis;45;--;KON;44
346499;NZZ_1993_12_21_a151_seg33_s3;"Mit einem Randwirbel , der auf der Flanke des intensiven , beinahe stationären Nordmeerzentraltiefs unter Intensivierung vom Atlantik über Norddeutschland nach Osten zieht , hält das stürmische Westwindwetter weiter an ; während auf der Vorderseite dieser Zyklone am Montag weiterhin für diese Jahreszeit extrem warme Luft in unser Land fliesst , folgt auf ihrer Rückseite im Laufe des Dienstags sukzessive kühlere Meeresluft nach , so dass die zeitweise kräftigen Niederschläge langsam bis fast in die Niederungen in Schnee übergehen .";ADJA;Meeresluft;62;Reg|Acc|Sg|Fem;NN;60
346689;NZZ_1993_12_21_a159_seg10_s15;Ich meine , dass sich die Standortgunst Zürichs sukzessive verschlechtert im internationalen Vergleich .;ADJA;.;14;Pun|Sent;$.;9
356074;NZZ_1993_12_23_a150_seg3_s3;Der Deregulierungskatalog sieht daneben eine Lockerung der Bedingungen für die Zulassung zur Begebung von Anleihen und die Zulassung von auf zwei Währungen lautenden Anleihen und Rentenwerten mit sukzessive fallender oder steigender Verzinsung vor .;ADJA;Verzinsung;32;Reg|Dat|Sg|Fem;NN;28
357659;NZZ_1993_12_24_a35_seg2_s4;Danach werden sie sukzessive der Nachfrage in den übrigen Zielgebieten angepasst .;ADJA;Nachfrage;6;Reg|Gen|Sg|Fem;NN;4
358528;NZZ_1993_12_24_a66_seg1_s8;Aus der christlichen Kultur wurden solche Praktiken sukzessive verdrängt .;ADJA;verdrängen;9;Full|Psp;VVPP;8
386848;NZZ_1993_02_02_a48_seg6_s2;Gleichzeitig beschloss die Kommission , nicht zuletzt wegen der demographisch bedingten , erheblichen Mehrkosten der AHV in den nächsten Jahren , das Frauen-AHV-Alter sukzessive auf 64 zu erhöhen .;ADJA;auf;25;Auf;APPR;24
394665;NZZ_1993_02_03_a132_seg5_s3;Hatte dieses im Durchschnitt 1991 noch 40 und am Ende jenes Jahres noch 31 betragen , so ist diese Kennzahl nun sukzessive bis auf die eingangs erwähnten 93 abgerutscht .;ADJA;bis;23;Bis;KON;22
396701;NZZ_1993_02_04_a48_seg4_s8;Hat sich homo sapiens sapiens , der moderne Mensch , in einer einzigen Evolutionslinie entwickelt und sukzessive über alle Kontinente verbreitet , oder gab es mehrere , parallel laufende Evolutionsstränge in verschiedenen Gebieten - in Afrika , Asien und Europa ?;ADJA;oder;23;Coord|-2;KON;17
410928;NZZ_1993_02_06_a175_seg7_s18;Zwar werden Personalbestände nun sukzessive reduziert , Filialen im In- und Ausland geschlossen und Investitionen verschoben .;ADJA;reduzieren;6;Full|Psp;VVPP;5
421939;NZZ_1993_02_09_a158_seg6_s3;Dies war kein einfaches Unterfangen , gerieten doch alle wichtigen binnenwirtschaftlichen Gesprächspartner der Banca d ' Italia ( die Regierung , die Banken und selbst die Privatwirtschaft ) sukzessive unter den Einfluss der « Partitocrazia » , des von der Democrazia cristiana und der Sozialistischen Partei dominierten Mehrparteienregimes , welches die demokratischen Institutionen seit den achtziger Jahren systematisch ausgehöhlt und geschwächt hat .;ADJA;Privatwirtschaft;27;Reg|Nom|Sg|Fem;NN;29
432250;NZZ_1993_02_11_a179_seg5_s3;Die meisten der im Wahlmanifest enthaltenen Vorschläge sind mittelfristiger Natur und sollen sukzessive im Lauf der fünfjährigen Legislaturperiode implementiert werden .;ADJA;werden;20;Aux|-2;VAINF;13
435044;NZZ_1993_02_12_a103_seg4_s4;Die Infrastruktur ist vorhanden , der sukzessive Ausbau des Programms hängt jedoch von den finanziellen Mitteln ab , die künftig über Werbung und Sponsoring aufgestockt werden sollen .;ADJA;Ausbau;8;Reg|Nom|Sg|Masc;NN;7
440165;NZZ_1993_02_13_a72_seg2_s9;Hernach sukzessive den Botschaften in Paris und Prag zugeteilt , wurde Ernesto Thalmann als stellvertretender Chef der Abteilung für Verwaltungsangelegenheiten des EPD wieder nach Bern zurückgerufen .;ADJA;Botschaft;4;Reg|Dat|Pl|Fem;NN;2
452170;NZZ_1993_02_16_a101_seg2_s15;Die Nationalbank müsse den Geldhahn « sukzessive und kontinuierlich » öffnen , damit die Banken die Zinsen senken könnten .;ADJA;und;8;Coord|-2;KON;7
460071;NZZ_1993_02_17_a175_seg3_s18;"Dieses Vorhaben wird sukzessive eingeführt ; es wird in Kapitaltranchen zum Tragen kommen und das Ziel haben , eine gewisse relative Konditionskongruenz zwischen gewissen Teilen von Aktiven und Passiven bzw. eine bessere Zinsmargenstabilität zu erreichen .";ADJA;einführen;5;Full|Psp;VVPP;4
478063;NZZ_1993_02_20_a200_seg39_s2;Die mit der Bildung einer steuernden Antizyklone über dem Ostatlantik eingeleitete Umstellung der Wetterlage hat im Laufe der zu Ende gehenden Woche sukzessive Fortschritte gemacht und wird sich am Wochenende voll durchsetzen .;ADJA;Fortschritt;24;Reg|Acc|Pl|Masc;NN;23
483354;NZZ_1993_02_22_a180_seg4_s5;Die NDP will nun die GST ebenfalls über fünf Jahre hinweg sukzessive ablösen und - durchaus im Einklang mit den Vorschlägen Präsident Clintons - mit höheren Steuern auf Einkommen über 88 770 kan. $ ersetzen , wobei jene 10% der Bevölkerung , welche am meisten verdienen , mit einer zusätzlichen Reichtumssteuer belastet würden .;ADJA;ablösen;13;Full|-2;VVINF;12
487202;NZZ_1993_02_23_a102_seg6_s9;Dies dürfte noch lange ein Problem bleiben , denn in den wettergeschützten Buchten hat sich das Öl unter den Sedimenten und den Muschelbänken angesammelt und wird von den Gezeiten sukzessive freigespült .;ADJA;freispülen;31;Full|Psp;VVPP;30
498373;NZZ_1993_02_25_a177_seg4_s2;Mit der Verhaftung des Fiat-Finanzchefs Mattioli wurde dann aber eine sukzessive Aufweichung der italienischen Währung eingeleitet , die erst am Mittwoch in der Nähe von 990 L. je D-Mark zum Stillstand gekommen ist .;ADJA;Aufweichung;12;Reg|Nom|Sg|Fem;NN;11
506328;NZZ_1993_01_30_a26_seg6_s2;In den vorangegangenen sieben Jahren hatte man bereits viele Zechen geschlossen und dabei 126 000 Arbeitsplätze in der Kohlenindustrie abgeschafft , und zwar ohne Schwierigkeiten sukzessive und in regelmässiger Konsultation mit den zuständigen Gewerkschaften .;ADJA;und;27;Coord|-2;KON;26
512535;NZZ_1993_01_30_a177_seg42_s12;Unter dem Hochnebel , dessen Obergrenze von 1500 Metern sukzessive absinkt und der sich dann tagsüber teilweise auflöst , wird im Mittelland das Thermometer wohl langsam wieder ansteigen .;ADJA;absinken;11;Full|3|Sg|Pres|Ind;VVFIN;10
523449;NZZ_1994_04_05_a151_seg2_s15;Statt immer wieder Stars zu kaufen ( über 40 Millionen Franken Ablösesummen für das derzeitige Kader ) , würde man besser auf das bewährte Gerüst bauen und Nachwuchsspieler sukzessive integrieren .;ADJA;integrieren;30;Full|-2;VVINF;29
528122;NZZ_1994_04_06_a97_seg4_s19;Die Diagnose lautete alsbald auf « paranoide Schizophrenie » , wobei sich das Krankheitsbild sukzessive zuspitzte .;ADJA;zuspitzen;16;Full|3|Sg|Past|Ind;VVFIN;15
532057;NZZ_1994_04_07_a58_seg3_s8;Zusätzlich begünstigt wurde das letztjährige Geschäftsergebnis auch durch deutlich erhöhte Beteiligungserträge von 35 ( 64 ) Mrd. fFr. Wie die Gruppe betont , hielten sich auf Grund der anhaltend hohen Risiken im Immobiliengeschäft die Wertberichtigungen 1993 auf einem weiterhin hohen Niveau von 1 ( 2 ) Mrd. fFr. Präsident Worms geht aber davon aus , dass der einsetzende Wirtschaftsaufschwung in den kommenden Monaten diese Risiken sukzessive verringern werde , so dass Suez künftig keine derart hohen Rückstellungen mehr vorzunehmen habe .;ADJA;verringern;67;Full|-2;VVINF;66
533363;NZZ_1994_04_07_a127_seg4_s3;Die Bedeutung der einst stolzen Parteien sei sukzessive am Schwinden , konstatierte er .;ADJA;an;9;Dat|Sg|Neut;APPRART;8
544857;NZZ_1994_04_09_a94_seg33_s12;Darauf dürfte aber sukzessive eine Umstellung der Strömungsverhältnisse in Gang kommen .;ADJA;Umstellung;6;Reg|Acc|Sg|Fem;NN;4
