;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
254911;NZZ_1993_12_02_a54_seg6_s2;Während des Zweiten Weltkrieges machte Pound in Rom wöchentliche Radioaufnahmen , in welchen er unablässig Kritik an Amerikas Finanzpolitik zugunsten Mussolinis übte .;ADJD;üben;22;Full|3|Sg|Past|Ind;VVFIN;15
328255;NZZ_1993_12_16_a212_seg9_s4;Während aber der Wirtschaftsraum Zürich in den letzten Jahren unablässig gewachsen ist , seien die politischen Grenzen bei zwei Eingemeindungen stehengeblieben .;ADJD;wachsen;11;Full|Psp;VVPP;10
332843;NZZ_1993_12_17_a155_seg5_s2;Die « Affäre Grégory » wird seit neun Jahren von den französischen Medien unablässig neu aufgerührt .;ADJD;neu;15;Pos;ADJD;14
362899;NZZ_1993_12_24_a135_seg2_s33;Herb und wild , mit einem bewölkten Himmel , den der Wind unablässig verändert , am Horizont die Rundung des Atlantiks .;ADJD;verändern;14;Full|3|Sg|Pres|Ind;VVPP;13
364835;NZZ_1993_12_27_a11_seg8_s7;Adams , Martin McGuinness , der die Kontakte mit London im Namen der IRA pflegte , und andere hoben unablässig hervor , dass sie das « unionistische Veto » , wie es nun verankert ist , nicht akzeptieren können .;ADJD;heben;19;Full|3|Pl|Past|Ind;VVFIN;20
386762;NZZ_1993_02_02_a42_seg2_s29;Nur , wenn sie von ihrer eigenen Logik an den Abgrund der Unerträglichkeit getrieben wird , wenn sie vor dem Entsetzen ins Hohnlachen ausweicht , gibt sich der Zyniker Drach als verkappter Moralist zu erkennen , der unablässig vom Ende spricht , um dem Anfang die Schutzzonen des Schweigens offenzuhalten .;ADJD;sprechen;41;Full|3|Sg|Pres|Ind;VVFIN;38
399742;NZZ_1993_02_04_a146_seg4_s1;Der niederländische Wirtschaftsminister , Kos Andriessen , ist entgegen seiner streng marktwirtschaftlichen Überzeugung in letzter Zeit unablässig als Nothelfer für einzelne Unternehmen tätig .;ADJD;tätig;23;Pos;ADJD;17
411782;NZZ_1993_02_06_a199_seg18_s2;Schon Marx hatte eine Formel für eine Gesellschaft , die unablässig neue Problemsituationen schafft und damit zu einer systematisch unsicheren Gesellschaft geworden ist : « Alle festen eingerosteten Verhältnisse mit ihrem Gefolge von altehrwürdigen Vorstellungen und Anschauungen werden gelöst , alle neugebildeten veralten , ehe sie verknöchern können . »;ADJD;schaffen;14;Full|3|Sg|Pres|Ind;VVFIN;11
412260;NZZ_1993_02_06_a219_seg3_s10;Seine Flucht ist der Traum , ist die Gegenwelt , die er sich träumend , lesend und unablässig schreibend von klein auf erschafft .;ADJD;schreibend;19;Pos;ADJD;18
437160;NZZ_1993_02_12_a190_seg15_s5;Kann es ferner , wenn man unablässig betont , der gewählte Politikansatz sei « geprägt durch Liberalismus , Wettbewerb sowie Föderalismus » , Aufgabe des Staates sein , « kleine und mittlere Unternehmen von den Spätphasen des Produktionszyklus wegzulocken und zur systematischen Nutzung von Frühphasen der Adaption anzuleiten » ?;ADJD;betonen;8;Full|3|Sg|Pres|Ind;VVFIN;7
451306;NZZ_1993_02_16_a46_seg2_s24;Beim Staat dagegen gelten andere Regeln : praktisch alle Preise , bei denen er die Hände im Spiel hat , tanzen auf der Spirale unablässig nach oben .;ADJD;tanzen;21;Full|3|Pl|Pres|Ind;VVFIN;25
488414;NZZ_1993_02_24_a2_seg6_s2;Seit sich herumgesprochen hat , dass es nun auch in Vietnams Hauptstadt eine Möglichkeit gibt , sich auf internationalem Niveau beherbergen zu lassen , schwillt der Strom ausländischer Geschäftsleute unablässig an .;ADJD;schwellen;25;Full|3|Sg|Pres|Ind;VVFIN;30
515342;NZZ_1994_04_02_a108_seg4_s2;Der Vormittag gehört in San Fernando zunächst allerdings einer anderen Kategorie von Selbstpeinigern : In grossen oder kleineren Gruppen , aber auch im Alleingang ziehen Männer barfuss und mit nackten Oberkörper durch die Strassen und schlagen sich dabei mit Peitschen unablässig auf den Rücken .;ADJD;schlagen;36;Full|3|Pl|Pres|Ind;VVFIN;41
520723;NZZ_1994_04_05_a20_seg4_s6;In Reden und inoffiziellen Kontakten hatte Premierminister Reynolds unablässig versucht , Sinn Fein in den demokratischen Prozess zu locken - und war dabei beträchtliche politische Risiken eingegangen .;ADJD;versuchen;10;Full|Psp;VVPP;9
525980;NZZ_1994_04_06_a3_seg7_s13;Damaskus bezeichnet diese Anklagen als reine politische Druckmanöver zugunsten Israels , welche keine Wahrheitsbasis hätten , und fordert unablässig Beweise .;ADJD;fordern;18;Full|3|Sg|Pres|Ind;VVFIN;19
543229;NZZ_1994_04_09_a29_seg4_s4;Stockholm , im März In einer Motion an den Reichstag hat der Oppositionsführer Ingvar Carlsson unlängst die unerspriesslichen ideologischen Grabenkämpfe der politischen Kontrahenten dokumentiert , von denen die Schwedinnen und Schweden unablässig geplagt werden .;ADJD;plagen;33;Full|Psp;VVPP;32
560469;NZZ_1994_04_13_a21_seg6_s6;"Während der vier Tage des Kongresses demonstrierten geprellte Genossenschafter unablässig gegen die UGT , im Zaum gehalten von einem beschämend grossen Polizeiaufgebot ; einer der Slogans benutzte die Abkürzung der Gewerkschaft für eine neue Auslegung von deren Namen : Union General de Timadores , Schwindlergewerkschaft .";ADJD;demonstrieren;7;Full|3|Pl|Past|Ind;VVFIN;10
588057;NZZ_1994_04_18_a84_seg3_s10;Doch wer mit dem Wort « Alltag » ein friedliches Landleben assoziiert , hat sich geirrt : Das Leben dieser Menschen wird unablässig von willkürlichen Einbrüchen dominiert , die sich als marodierende Räuberbanden und gewalttätige japanische Eroberer manifestieren .;ADJD;dominieren;27;Full|Psp;VVPP;23
603512;NZZ_1994_04_21_a81_seg3_s4;Sie wäre als eine Art weitläufiges System kommunizierender schwimmender und fester Ausstellungseinheiten unablässig in Bewegung und sollte unter dem Motto « Zeit » stehen .;ADJD;in;14;In;APPR;13
673154;NZZ_1994_08_05_a106_seg7_s13;Trotz höheren Subventionen werden die Defizite infolge unablässig steigender Produktionskosten immer grösser .;ADJD;steigend;9;Pos|Gen|Pl|Fem;ADJA;8
679596;NZZ_1994_08_06_a129_seg4_s24;In den unablässig in meinem Kopf sich drehenden Gedanken verloren und wie betäubt von dem wahnsinnigen Blühen , wanderte ich auf der hellen Sandbahn dahin , bis ich zu meinem Erstaunen , um nicht zu sagen zu meinem Entsetzen , mich wiederfand vor demselben verwilderten Wäldchen , aus dem ich vor etwa einer Stunde oder , wie es mir jetzt schien , in irgendeiner fernen Vergangenheit hervorgetreten war .;ADJD;drehend;8;Pos|Nom|Pl|Masc;ADJA;3
710717;NZZ_1994_08_13_a115_seg3_s4;- Ein beinahe manisches , ein radikales Programm , in dessen Zentrum unablässig die eigene Person aufschien .;ADJD;--;17;Full|3|Sg|Past|Ind;VVFIN;13
725097;NZZ_1994_08_17_a27_seg5_s9;Aus dem Erdinnern brodelt es an vielen Stellen unablässig , Geysire entladen ihre Energie in haushohen Fontänen .;ADJD;brodeln;4;Full|3|Sg|Pres|Ind;VVFIN;9
742928;NZZ_1994_08_20_a110_seg2_s12;Er legte das Geheimnis der Literatur offen , indem er unablässig über ihre menschenleeren Ränder sprach : über den Körper , die Macht , den Tod , die Leidenschaft , die Sprache .;ADJD;sprechen;16;Full|3|Sg|Past|Ind;VVFIN;11
789213;NZZ_1994_12_01_a39_seg10_s4;Nur leicht abschwächen dürfte sich hingegen die Wachstumsrate bei den Ausrüstungsinvestitionen , da der scharfe Wettbewerb und die Aussicht auf neue Absatzmärkte die Unternehmen unablässig zu Rationalisierungen und zur Erneuerung des Kapitalstocks zwinge .;ADJD;zwingen;33;Full|3|Sg|Pres|Subj;VVFIN;25
794104;NZZ_1994_12_02_a23_seg9_s4;Diesen Darlegungen wurde die Forderung entgegengestellt , es sei Pflicht des Westens , im Dialog mit Russland unablässig und im Klartext auf die Kosten und negativen Konsequenzen seiner Rückkehr zum alten Denken aufmerksam zu machen .;ADJD;und;19;Coord|-2;KON;18
801430;NZZ_1994_12_03_a33_seg3_s2;Obwohl schon seit Monaten von verschiedenster Seite unablässig auf eine in der zweiten Jahreshälfte nachlassende Konjunkturdynamik in der Schweiz hingewiesen wird , scheint sich diese Voraussage erst in jüngster Zeit - und auch bloss unter gewissen Vorbehalten - etwas stärker zu bewahrheiten .;ADJD;hinweisen;20;Full|Psp;VVPP;8
804328;NZZ_1994_12_03_a134_seg12_s10;Er schrieb unablässig , wie ein Maler skizziert , in « tätigem Müssiggang und bemerkenswerter geistiger Unstetigkeit » .;ADJD;schreiben;2;Full|3|Sg|Past|Ind;VVFIN;3
838322;NZZ_1994_12_10_a3_seg3_s39;Seither hat sich der Rhythmus von Anschlägen und verstärkter staatlicher Repression unablässig erhöht .;ADJD;erhöhen;13;Full|Psp;VVPP;12
839591;NZZ_1994_12_10_a61_seg2_s2;Exzessive Sozialleistungen führen bisweilen zu abartigen Verhaltensmustern von Bürgern , die unablässig auf der Suche nach neuen Einnahmequellen sind .;ADJD;sein;19;Sein|3|Pl|Pres|Ind;VAFIN;12
874887;NZZ_1994_12_16_a194_seg5_s1;Das private Fernsehen und die seither unablässig erfolgende Programmvermehrung brachten die Emanzipation von solchem Beiwerk .;ADJD;erfolgend;8;Pos|Nom|Sg|Fem;ADJA;7
878476;NZZ_1994_12_17_a126_seg3_s42;Die zum Teil in Form fluktuierender Intonation eingebrachten Halbtonbewegungen geben am Anfang die Richtung , ein weiter , als Quintolenverlauf unablässig wiederholter Akkord markiert am Ende das Stocken , das Versteinern .;ADJD;wiederholt;22;Pos|Nom|Sg|Masc;ADJA;21
885338;NZZ_1994_12_19_a91_seg8_s3;Gerade seine Tagebücher zeigen , dass er die « reale Gegenwart » nicht unbedingt als Epiphanie des Göttlichen verstand , sondern als Auftrag , unablässig zu beobachten , Ordnungsgefüge im Beobachteten zu entdecken und den instress der Dinge frei wirken zu lassen .;ADJD;beobachten;27;Full|-2;VVINF;25
890983;NZZ_1994_12_20_a111_seg3_s19;Wir sangen « Stille Nacht » und ein , zwei andere Lieder , während die Tanten und ich die Geschenke unterm Baum unablässig betrachteten .;ADJD;betrachten;24;Full|1|Pl|Past|Ind;VVFIN;23
1032209;NZZ_1994_02_19_a129_seg3_s30;Auf der Hut vor Beschönigung und Verschleierung , wechselt der Erzähler unablässig Zeit , Ort und Perspektive und offenbart mit Erinnerungen und Träumen , dass er selber in vielfältiger Weise mit dem Schicksal des Jugendfreundes verstrickt ist , ohne freilich das über diesen hereinbrechende Unheil abwenden zu können .;ADJD;wechseln;9;Full|3|Sg|Pres|Ind;VVFIN;12
1036164;NZZ_1994_02_19_a216_seg7_s39;Vor dem Stadttor Bab al Yemen flutet der Verkehr mehrspurig und unablässig .;ADJD;und;11;Coord|-2;KON;12
1092142;NZZ_1994_01_05_a105_seg5_s4;« Komplett angeschlossen an drei Fernseher und das Radio » - so protokolliert Goetz das unablässig auf ihn einstürmende Mediengeschwätz .;ADJD;--;19;Pos|Acc|Sg|Neut;ADJA;16
1205355;NZZ_1994_01_28_a144_seg3_s22;Jene Schuld reproduziert sich unablässig , weil sie dem Bewusstsein in keinem Augenblick ganz gewärtig sein kann .;ADJD;reproduzieren;3;Full|3|Sg|Pres|Ind;VVFIN;5
1300355;NZZ_1994_07_16_a200_seg8_s1;Auch bei unserm Besuch in Shkodra regnet es unablässig .;ADJD;regnen;7;Full|3|Sg|Pres|Ind;VVFIN;9
1336539;NZZ_1994_07_26_a6_seg6_s3;Doch gleichzeitig betonten Sinn-Fein-Politiker unablässig ihren Friedenswillen und ihre Flexibilität , wenn sie sich im internationalen Scheinwerferlicht befanden .;ADJD;und;8;Coord|-2;KON;5
1365055;NZZ_1994_06_01_a139_seg3_s34;Halbverrückt habe er , der als Leichenträger Dienst tat , unablässig im Staub des Lagers nach seinem toten Sohn gesucht , den er unterm Leichenhaufen versteckt hatte .;ADJD;suchen;20;Full|Psp;VVPP;11
1380683;NZZ_1994_06_04_a28_seg13_s10;Der erste wollte bewegliche Kräfte weit hinter der Küstenlinie zum Gegenschlag nach erfolgter Landung konzentrieren , der zweite hielt dies angesichts der alliierten Luftherrschaft für unmöglich und setzte , unablässig auf starke Küstenverteidigungsanlagen und Hindernisbau dringend , alles auf eine Schlacht direkt am Landungsstrand .;ADJD;dringend;36;Pos;ADJD;30
1380686;NZZ_1994_06_04_a28_seg13_s13;Das Blatt hätten sie allerdings auch mit grösstmöglicher Führungskunst nicht mehr wenden können , zu gewaltig war die See- und Luftherrschaft der Alliierten , die innert kürzester Zeit eine Streitmacht von über 150 000 Mann an Land setzten und den am 20. Juni als endgültig gesichert erklärten Brückenkopf auf dem europäischen Festland unablässig verstärkten .;ADJD;verstärken;54;Full|3|Pl|Past|Ind;VVFIN;53
1387801;NZZ_1994_06_06_a13_seg3_s4;Berlusconi redet unablässig von der Zukunft , derweil sich seine Alliierten in Variationen über das Gute und das Schlechte am Faschismus ergehen .;ADJD;reden;2;Full|3|Sg|Pres|Ind;VVFIN;3
1412210;NZZ_1994_06_10_a102_seg1_s3;2 , ist unter dem Titel « Eine Rede des deutschen Aussenministers - Nochmaliger Versuch , die feindliche Koalition zu spalten » nachzulesen , dass Schwerin von Krosigk u. a. ausgeführt hatte : « Im Osten rückt ein eiserner Vorhang unablässig vorwärts , hinter dem die Welt das vor sich gehende Zerstörungswerk nicht erkennen kann . »;ADJD;rücken;37;Full|3|Sg|Pres|Ind;VVFIN;41
1417416;NZZ_1994_06_11_a29_seg4_s5;Die Wahrscheinlichkeit für eine Regierungskrise sinkt zudem unablässig , je näher die im kommenden Frühjahr abzuhaltenden Reichstagswahlen rücken .;ADJD;sinken;6;Full|3|Sg|Pres|Ind;VVFIN;8
1424882;NZZ_1994_06_13_a24_seg4_s3;Ministerpräsident Rabin sprach von einem hervorragenden religiösen Führer und Thoragelehrten , der unablässig um das Wohl der Glaubensbrüder besorgt war .;ADJD;sein;20;Sein|3|Sg|Past|Ind;VAFIN;13
1424886;NZZ_1994_06_13_a24_seg6_s1;Schneerson , einer der markantesten Führer des religiösen Judentums dieses Jahrhunderts , bemühte sich unablässig darum , ungläubige Juden der Religion und den Traditionen der Vorväter näherzubringen .;ADJD;bemühen;13;Full|3|Sg|Past|Ind;VVFIN;15
1424892;NZZ_1994_06_13_a24_seg6_s7;Nach seiner Ernennung zum Rebbe , eine Stellung , die weit über die des gewöhnlichen Rabbiners hinausgeht , bemühte er sich unablässig um das geistige , leibliche und finanzielle Wohl seiner Anhänger .;ADJD;bemühen;19;Full|3|Sg|Past|Ind;VVFIN;22
1426631;NZZ_1994_06_13_a105_seg5_s7;Der TVSZ-Präsident hatte sich frühmorgens um sechs Uhr gezwungen gesehen , mit seinen Kollegen aus dem von Martin Rieder geleiteten Organisationskomitee zu entscheiden , welche Wettbewerbe ungeachtet des fast unablässig niederprasselnden Regens im Freien stattfinden konnten und welche in die nicht sehr geräumigen Hallen verlegt werden sollten .;ADJD;niederprasselnd;31;Pos|Gen|Sg|Masc;ADJA;30
1441720;NZZ_1994_06_15_a194_seg3_s6;Weil die Macht der Gewalt nicht enden will und zu den fast eine Million Menschen , die schon hinter Gittern leben , unablässig weitere Gesetzesbrecher strömen .;ADJD;weit;24;Comp|Acc|Pl|Masc;ADJA;23
1480162;NZZ_1994_06_23_a129_seg3_s8;« Wir besitzen das vitale Bedürfnis nach Geschichten , weil wir selbst nicht nur wir selbst sind , sondern ein Ergebnis unserer unablässig arbeitenden Phantasie , in Verwandlungen begriffen wie sie und wegen ihr ... » Die gesammelten Studien lesen sich wie die reichhaltige Explikation der kompakten Thesen des kurzen Vorwortes .;ADJD;arbeitend;24;Pos|Gen|Sg|Fem;ADJA;23
1507661;NZZ_1994_06_29_a14_seg3_s4;Auf diesem rhetorischen Fundament trat er hernach unablässig als Mahner auf und gelangte damit in den Ruf eines besonders politischen Bundespräsidenten , den tatsächlich , ungeachtet der sorgsam gepflegten Harmonieaura , ein scharfer Machtinstinkt beseelte .;ADJD;treten;5;Full|3|Sg|Past|Ind;VVFIN;8
1526577;NZZ_1994_05_03_a131_seg3_s17;So zerstört der Künstler , der sich als Forscher betätigt , unablässig , was man für gewiss gehalten hat , stellt Fragen nach dem Gegebenen und dem , was den Dingen bloss auferlegt worden ist .;ADJD;zerstören;2;Full|3|Sg|Pres|Ind;VVFIN;12
1538488;NZZ_1994_05_05_a194_seg11_s3;Das Kind - ein unablässig sich selbst motivierender , organisierender und kontrollierender , ein lebenslanger Lerner ?;ADJD;und;11;Coord|-2;KON;5
1546533;NZZ_1994_05_07_a23_seg8_s9;So bleibt Aznar vorerst nichts anderes übrig , als auf die Enthüllung weiterer Skandale zu bauen , seine Kritik am Kochen zu halten und unablässig den Rücktritt von González zu verlangen .;ADJD;verlangen;31;Full|-2;VVINF;25
1563867;NZZ_1994_05_11_a23_seg5_s5;Burlakows Extratour fügte sich indes in das allgemeine Bild eines zunehmend übersteigerten Prestigedenkens der Russen , die es angesichts eigener Schwäche unablässig nach noch mehr Respektbezeugungen von aussen verlangt .;ADJD;verlangen;29;Full|Psp;VVPP;22
1580664;NZZ_1994_05_14_a154_seg3_s11;Zwar , es ist alles eifrig engagiert erdacht und emsig dargestellt , was diese beiden Künstlerinnen unablässig beschäftigt : Unterdrückung und Emanzipation der Frau .;ADJD;beschäftigen;18;Full|Psp;VVPP;17
1586589;NZZ_1994_05_16_a108_seg2_s1;rei. Bern , 15. Mai Marylebone Station , Gleis 2 , « Special Train to Wembley » , Hunderte , ja Tausende stürmen die Wagen , fast alle farbig gewandet , unablässig und mit unerschöpflichem Repertoire singend , sichtbar stolz über den Billettbesitz zum 113 .;ADJD;und;33;Coord|-2;KON;32
1590902;NZZ_1994_05_17_a53_seg6_s6;"Vor allem in der ersten Hälfte des Berichtsjahres hatten die Lufthansa-Verantwortlichen gegen unablässig sinkende Durchschnittserlöse zu kämpfen ; sowohl pro Passagier ( -6% ) , pro Sitzkilometer ( -12% ) wie auch pro Frachteinheit ( -1% ) war 1993 spürbar weniger zu lösen als im Vorjahr , wobei die rezessiven Märkte in Europa ähnlich negativ zu Buche schlugen wie das Nordatlantikgeschäft .";ADJD;sinkend;14;Pos|Acc|Pl|Masc;ADJA;13
1605547;NZZ_1994_05_20_a7_seg3_s3;Sinn Fein , der politische Flügel der IRA , hatte bekanntlich während der letzten fünf Monate unablässig behauptet , ohne derartige Erläuterungen sei ein Entscheid über einen Gewaltverzicht unmöglich .;ADJD;behaupten;18;Full|Psp;VVPP;17
1607466;NZZ_1994_05_20_a133_seg6_s8;Wieder lief gar nichts mehr - ausser den nervtötenden Scheibenwischern , die vergeblich gegen den unablässig niederprasselnden Regen ankämpften , und dem Radio , das immer dieselben Verkehrsmeldungen wiederholte .;ADJD;niederprasselnd;17;Pos|Acc|Sg|Masc;ADJA;16
1611116;NZZ_1994_05_20_a217_seg3_s1;Bugs Bunny könnte das neue Wappentier des westdeutschen Bundeslandes Nordrhein-Westfalen werden : so wie das gefrässige Comic-Karnickel unablässig nach knackigen Karotten jagt , so hetzen die Düsseldorfer Standortstrategen hinter nationalen und internationalen Medienkonzernen her , um sie zur Ansiedlung an Rhein und Ruhr zu bewegen .;ADJD;jagen;22;Full|3|Sg|Pres|Ind;VVFIN;18
1615423;NZZ_1994_05_21_a135_seg3_s14;Auf ihrem neuesten Album « Revolution Ballroom » predigt sie diese auch unablässig .;ADJD;No Head;0;No Head;No Head;13
1619018;NZZ_1994_05_21_a188_seg4_s93;All das Einfache , Wiederholbare , das mit der Zeit ruhig macht wie das im kontemplativen Sitzen unablässig innerlich gesprochene Herzensgebet , dies eine Wort , dieser eine Klang , vor dem alles Zufällige und Ungefähre verstummen muss , wenn man es nur lang genug übt .;ADJD;gesprochen;20;Pos|Nom|Sg|Neut;ADJA;18
1648478;NZZ_1994_05_28_a206_seg4_s6;Der willfährige Architekt , der freudig die Abrissbirne schwang , damit der Diktator unablässig seine Paraden abhalten und die Hüter des grossen Geldes Flankenschutz geben konnten mit ihren kalten Kästen , das war ein Bild so ganz nach ihrem Herzenswunsch .;ADJD;abhalten;17;Full|-2;VVINF;14
1659858;NZZ_1994_03_02_a53_seg8_s5;Und dies wäre schon als erster effektiver Vorstoss gegen den sich unablässig beschleunigenden Geldentwertungsprozess zu bezeichnen , d. h. sozusagen als erstes Stabilisierungssignal .;ADJD;beschleunigend;13;Pos|Acc|Sg|Masc;ADJA;12
1686032;NZZ_1994_03_07_a71_seg10_s20;"Von sieben Uhr morgens bis neun Uhr abends sitzen die Bäuerinnen mit ihren Töchtern hinter den Ständen , welche Plätze und Strassen um die Markthalle herum in Beschlag nehmen , und arbeiten unablässig vor sich hin : Hühner werden ausgenommen , Fische eingelegt , Nopal-Blätter kleingeschnitten , Käse - der an Mozzarella erinnernde « quesillo » - wird in lange Streifen zerrissen und zu Knoten gewickelt ; durch Schreien versucht man , sich die Kundschaft abzuwerben .";ADJD;arbeiten;32;Full|3|Pl|Pres|Ind;VVFIN;33
