;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
13530;NZZ_1993_04_03_a72_seg4_s43;Ganz anders liegen die Verhältnisse beispielsweise in Südasien , wo das Götterbild dominant ist , das häufig die Züge des Herrschers trägt .;ADV;liegen;3;Full|3|Pl|Pres|Ind;VVFIN;2
16895;NZZ_1993_04_03_a138_seg2_s16;Irgendwie geläufig oder gar « geflügelt » ist das Wort des Bias nach Ciceros Verdikt anders als jene anderen in der Neuzeit nicht geblieben .;ADV;bleiben;24;Full|Psp;VVPP;16
16897;NZZ_1993_04_03_a138_seg3_s1;"« &lt;Anders lesen Knaben den Terenz , anders Grotius.&gt; Mich Knaben ärgerte die Sentenz , die ich nun gelten lassen muss . »";ADV;--;9;Name|Nom|Sg|Fem;VVFIN;8
17489;NZZ_1993_04_03_a168_seg4_s4;Allerdings - und das ist die wichtige Qualifizierung - setzen sich die effektiv abgeflossenen Mittel anders zusammen , als in München geplant wurde .;ADV;setzen;10;Full|3|Pl|Pres|Ind;VVFIN;16
17503;NZZ_1993_04_03_a168_seg6_s7;Das wird anders , sobald der IMF , die Weltbank und die EBRD ins Spiel kommen .;ADV;werden;2;Aux|3|Sg|Pres|Ind;VAFIN;3
17955;NZZ_1993_04_03_a179_seg2_s14;Barata Quintás selbst , dem einstigen Psychologen und Erziehungsinspektor , geht es auch nicht anders .;ADV;gehen;11;Full|3|Sg|Pres|Ind;VVFIN;15
17958;NZZ_1993_04_03_a179_seg2_s17;Er neige , sagt er , eher der populären Kultur zu , einer Kultur jener Art , die es einem Volk erlaube , sich überhaupt als solches zu fühlen , und die - anders etwa als die schönen Künste - ein über das Individuelle hinausgehendes , gemeinsames Erlebnis vermittle .;ADV;Kunst;39;Reg|Nom|Pl|Fem;NN;34
17960;NZZ_1993_04_03_a179_seg2_s19;Das Recht , anders zu sein , ergänzt Barata Quintás , müsse schliesslich auf den eigenen Ursprung zurückgeführt werden können .;ADV;sein;6;Sein|-2;VAINF;4
18988;NZZ_1993_04_05_a30_seg3_s9;Philipp Kreuzers Ich-Erzähler kann nicht anders als metaphorisch schreiben und nicht anders als geschmacklos und schief .;ADV;geschmacklos;14;Pos;ADJD;12
22970;NZZ_1993_04_05_a150_seg5_s1;Der nacholympische Alltag ist , wie sollte es anders sein , nicht ungetrübt .;ADV;sollen;7;Mod|3|Sg|Past|Ind;VMFIN;9
24374;NZZ_1993_04_06_a23_seg12_s8;"Ein belgischer Techniker von Gécamines , der seinen kaum benützbaren Arbeitsplatz für einmal als Journalistenbegleiter verlassen hat , fordert die Diskussionsrunde der Sinistrés mit der Bemerkung heraus , an Widerstand hätten sie bisher noch gar nichts gezeigt ; Mobutu und seine Schergen würden sie nie los , solange sie sich nicht anders zur Wehr setzten .";ADV;setzen;55;Full|3|Pl|Past|Ind;VVFIN;52
24484;NZZ_1993_04_06_a30_seg2_s8;Ganz offensichtlich spielt aber auch der Prestigewert eine Rolle , sieht doch die Welt vom erhöhten Sitz ganz anders aus .;ADV;sehen;11;Full|3|Sg|Pres|Ind;VVFIN;19
24708;NZZ_1993_04_06_a44_seg8_s2;« Wer anders als die Berufskollegen kann die Sache besser beurteilen » , sagt er .;ADV;können;7;Mod|3|Sg|Pres|Ind;VMFIN;3
25072;NZZ_1993_04_06_a67_seg2_s3;Der Titel ist anders zu verstehen : Seit kurzer Zeit haben sich von den nicht weniger als sechzig Motor- und Helikopter-Flugschulen deren 43 zum Verband schweizerischer Flugschulen ( VSF ) zusammengeschlossen .;ADV;verstehen;6;Full|-2;VVINF;4
25135;NZZ_1993_04_06_a69_seg1_s13;Bauen Frauen anders ?;ADV;Frau;2;Reg|Nom|Pl|Fem;NN;3
25522;NZZ_1993_04_06_a72_seg2_s25;Oder anders ausgedrückt : Dass der VfB Stuttgart als Titelhalter auf dem neunten Tabellenplatz rangiert - ist dies wirklich keinem einzigen Stuttgarter Spieler anzukreiden ?;ADV;ausdrücken;3;Full|Psp;VVPP;2
25529;NZZ_1993_04_06_a72_seg2_s32;Wäre es anders , wären schliesslich Saftig und Stepanovic noch im Amt - über den 1. Juli 1993 hinaus .;ADV;No Head;1;No Head;No Head;3
26054;NZZ_1993_04_06_a88_seg6_s3;Die in anderen Sparten noch ausgeprägtere Entwicklung des letzten Jahrzehnts zu stets grösserer Hektik , zu Härte und Schnelligkeit kann zwar Adepten dieses Stils mitunter Erfolge bringen - dass es , mit verfeinerten Trainingsmethoden , auch anders geht , zeigen jedoch andere Landesverbände , allen voran Frankreich .;ADV;gehen;38;Full|3|Sg|Pres|Ind;VVFIN;37
29280;NZZ_1993_04_07_a37_seg2_s4;Man muss anders fragen : Worum geht es nicht ?;ADV;müssen;2;Mod|3|Sg|Pres|Ind;VMFIN;3
29984;NZZ_1993_04_07_a67_seg8_s11;Dies ist auch in Basel de facto nicht anders , auch wenn hier das Theater von einer Genossenschaft betrieben wird .;ADV;sein;2;Sein|3|Sg|Pres|Ind;VAFIN;9
30856;NZZ_1993_04_07_a101_seg3_s2;Die Kommentare anderer Sieger in Augusta , im Mekka des amerikanischen Professional-Golfsports , klingen nicht anders .;ADV;klingen;14;Full|3|Pl|Pres|Ind;VVFIN;16
31102;NZZ_1993_04_07_a114_seg3_s26;Doch die Erfahrung lehrt , dass im Rückspiel vieles anders aussehen kann .;ADV;aussehen;11;Full|-2;VVINF;10
31270;NZZ_1993_04_07_a119_seg2_s23;Entscheidend indessen , weshalb « Zürich-Transit » unbeteiligt lässt , ist , dass man sich nicht einen Augenblick lang eines Helden inne wird , der , da er nun tot ist und doch noch lebt , seine Stadt anders erlebt , ein anderes Bild von ihr gewinnt , als ihm der tägliche Gebrauch bisher vermittelt hatte .;ADV;erleben;40;Full|3|Sg|Pres|Ind;VVFIN;39
32308;NZZ_1993_04_07_a148_seg8_s15;Obwohl die kurzfristige Entwicklung anders als vorausgesehen ausgefallen ist , stellte Reuter unmissverständlich klar , dass sich Daimler nicht vom eingeschlagenen Kurs abbringen lassen werde : An der strategischen Linie des Um- und Ausbaus des Konzerns halte man unbeirrt fest .;ADV;vorausgesehen;7;Pos;VVPP;5
33473;NZZ_1993_04_08_a2_seg8_s7;Die über Ungarn operierenden Awacs-Flugzeuge der Nato wurden bisher , anders als die über der Adria fliegenden Maschinen , ohne deutsches Personal eingesetzt .;ADV;einsetzen;23;Full|Psp;VVPP;11
33885;NZZ_1993_04_08_a31_seg6_s1;Ein Jahr zuvor hatte es noch anders ausgesehen .;ADV;aussehen;8;Full|Psp;VVPP;7
34145;NZZ_1993_04_08_a45_seg3_s5;Doch es sollte anders kommen .;ADV;kommen;5;Full|-2;VVINF;4
35066;NZZ_1993_04_08_a83_seg3_s5;Als der Stadtrat weitere Sanierungsmassnahmen mit begrenzter Garantiedauer ankündigte , entschied der Grosse Stadtrat anders und beschloss , nochmals mit einem Neubauprojekt vor die Stimmbürgerschaft zu treten .;ADV;und;16;Coord|-2;KON;15
41081;NZZ_1993_04_10_a33_seg10_s2;Pasqua hat - ganz anders als 1986 - entsprechend hart auf einige Übergriffe von Polizisten reagiert .;ADV;haben;2;Haben|3|Sg|Pres|Ind;VAFIN;5
42358;NZZ_1993_04_10_a80_seg2_s64;Sie dürfen anders sein als die traditionellen Wege der Männer , aber nicht weniger qualifiziert .;ADV;sein;4;Sein|-2;VAINF;3
42731;NZZ_1993_04_10_a88_seg8_s10;Wozu wir zurückkehren , ist anders geworden , und ebenso ist anders geworden , der zurückkehrt .;ADV;sein;11;Sein|3|Sg|Pres|Ind;VAFIN;12
42994;NZZ_1993_04_10_a90_seg16_s15;"Er hat in Chads Umfeld Neuartiges und Verpasstes gesehen ; und in Marie das , worin sie anders schien als die vertraute , selbstbewusste Mrs. Newsome .";ADV;scheinen;19;Full|3|Sg|Past|Ind;VVFIN;18
43348;NZZ_1993_04_10_a94_seg12_s19;Ihr sollte die Chance gegeben werden , nichts anders zu be-deuten als sich selbst .;ADV;zu;10;Zu;APPR;9
50013;NZZ_1993_04_13_a41_seg4_s14;Der Chor , der anders , als es die Partitur vorsieht , seine Aufgaben live erfüllt , und die Hauptgruppe des Orchesters sind aus dem Graben heraus auf die Bühne gezogen und dort zwischen Laufstege und eine in die Höhe führende Treppe verteilt - Raum für Bewegungschöre wie in Hamburg bleibt dabei nicht .;ADV;erfüllen;16;Full|3|Sg|Pres|Ind;VVPP;5
52246;NZZ_1993_04_13_a104_seg5_s10;Am « amen corner » wurde das Masters 1987 , 1989 und 1990 in einem Play-off am elften Loch entschieden , diesmal war es nicht anders .;ADV;sein;23;Sein|3|Sg|Past|Ind;VAFIN;26
54859;NZZ_1993_04_13_a158_seg6_s9;Frankreich bleibt - anders als Grossbritannien nach der Abkoppelung des Pfundes vom Europäischen Wechselkurssystem - von der Zinspolitik der Deutschen Bundesbank abhängig .;ADV;bleiben;2;Full|3|Sg|Pres|Ind;VVFIN;4
56852;NZZ_1993_04_14_a49_seg8_s1;Und nicht anders sahen in Bern Peter Glauser von den Naturfreunden Schweiz und Pierre Galland vom Schweizerischen Bund für Naturschutz die Situation bezüglich Natur- und Landschaftsschutz .;ADV;sehen;4;Full|3|Pl|Past|Ind;VVFIN;3
56900;NZZ_1993_04_14_a50_seg11_s4;Problematisch ist die Massnahme dort , wo gar keine Möglichkeit beim Versicherten besteht , sich anders zu verhalten , vor allem bei schweren , chronischen und Alterskrankheiten .;ADV;verhalten;18;Full|-2;VVINF;16
58617;NZZ_1993_04_14_a91_seg3_s5;Tatsächlich aber stellt sich nun heraus , dass Casey jemand anders erwartet hatte und sich weigerte , mit Thomas zu sprechen .;ADV;erwarten;12;Full|Psp;VVPP;11
60692;NZZ_1993_04_15_a42_seg6_s4;Die RS könnte beweisen , dass ein perfektes Fahrwerk in der Praxis genauso leistungsfördernd wirkt wie die unsinnige und ungehemmte PS-Protzerei , oder anders : dass im Fahrwerksbau eben ein weit grösserer Entwicklungsbedarf besteht als bei den Motoren .;ADV;oder;23;Coord|-2;KON;24
64895;NZZ_1993_04_15_a183_seg10_s11;Die Angeklagte ist auch heute noch der Ansicht , dass sie mit ihrer Tat im Sinne ihres Freundes gehandelt habe , auch wenn sie sich heute vermutlich anders verhalten hätte .;ADV;verhalten;29;Full|Psp;ADJD;28
65538;NZZ_1993_04_16_a23_seg8_s2;Sein Motto heisst , nicht anders als das der Linksreaktionäre , Stimmenkauf : Wohin der Präsident auch kommt , verspricht er seinen Zuhörern das Blaue vom Himmel herunter , in erster Linie Geld .;ADV;heißen;3;Full|3|Sg|Pres|Ind;VVFIN;6
65838;NZZ_1993_04_16_a40_seg2_s2;Alles ist möglich , alles ist wandelbar , auch vertauschbar , alles könnte so sein oder auch anders - das geht leitmotivisch , fast penetrant durch das Ganze .;ADV;die;20;Dem|Subst|-3|Nom|Sg|Neut;PDS;18
65853;NZZ_1993_04_16_a40_seg2_s17;"Das gibt es wohl alles , so oder anders ; die Aufzählungen lassen sich wiederholen und variieren nach Belieben .";ADV;oder;8;Coord|-2;KON;9
65854;NZZ_1993_04_16_a40_seg2_s18;Und gerade dies : dass aus dem Vielfältigen , Widersprüchlichen , Unberechenbaren das Beliebige wird ( man nenne es postmodern oder anders ) , das bleibt die Gefahr solcher Aufzählungen und der kritische Punkt dieses Romans , dessen Widerstand gegen das schiere « es ist » man doch teilt und schätzt .;ADV;);23;Paren|Right;$(;22
65972;NZZ_1993_04_16_a46_seg6_s5;Andere reagieren anders auf die latente Überforderung .;ADV;reagieren;2;Full|3|Pl|Pres|Ind;VVFIN;3
66709;NZZ_1993_04_16_a78_seg2_s15;Manfred Scheuch scheint dabei der Tatsache nicht genügend Rechnung getragen zu haben , dass Schnitzer , die während des Produktionsdrucks , unter dem eine Tageszeitung entsteht , in einen Text hineinrutschen , etwas anders beurteilt werden als solche , die in einem Handbuch oder Geschichtsatlas publiziert werden .;ADV;beurteilen;35;Full|Psp;VVPP;34
69333;NZZ_1993_04_16_a169_seg1_s117;Sichtwechsel - Frauen sehen Planung anders .;ADV;sehen;4;Full|3|Pl|Pres|Ind;VVFIN;6
70250;NZZ_1993_04_17_a7_seg8_s4;Das finnische Aussenministerium ist kaum der geeignete Ort , wo der so oder anders Reformzwängen ausgesetzten Agrarpolitik ein ungerechtfertigtes Gewicht eingeräumt werden kann .;ADV;--;15;Reg|Dat|Pl|Masc;NN;14
70587;NZZ_1993_04_17_a22_seg10_s3;Das sah der ukrainische Staatschef Krawtschuk , der ebenfalls nach Minsk gereist war , ganz anders : Für ihn ist allein auf wirtschaftlichem Gebiet eine gewisse Zusammenarbeit denkbar .;ADV;sehen;2;Full|3|Sg|Past|Ind;VVFIN;16
71192;NZZ_1993_04_17_a43_seg4_s4;Für eine Kanadierin aber gibt es - anders als für eine Britin - keinen staatsvertraglichen Anspruch auf eine Altersrente nach bloss drei Beitragsjahren .;ADV;geben;5;Full|3|Sg|Pres|Ind;VVFIN;8
71231;NZZ_1993_04_17_a44_seg6_s14;Der Bürger kann diesen zitierten Satz nämlich kaum anders interpretieren , als dass Süchtige , aber auch Neueinsteiger , alle im Betäubungsmittelgesetz aufgelisteten Betäubungsmittel ( auch schwere Schmerz- und Schlafmittel ) frei beziehen können .;ADV;können;3;Mod|3|Sg|Pres|Ind;VMFIN;9
71775;NZZ_1993_04_17_a71_seg3_s3;So wird alles anders , so wird es Zeit : wir begegnen im Anderen einander , ein andermal öffnet sich so die Tür , wir sitzen auf den Stühlen , am Tisch , auf dem Bett träumen wir noch einmal das Holz zurück in die Wälder .;ADV;werden;2;Aux|3|Sg|Pres|Ind;VAFIN;4
71779;NZZ_1993_04_17_a71_seg4_s3;Manchmal antwortet auch jemand anders .;ADV;antworten;2;Full|3|Sg|Pres|Ind;VVFIN;5
72145;NZZ_1993_04_17_a75_seg25_s21;Man kann die Frage auch anders stellen : Hat das ganze schöne « Kunstwerk-Leben » vielleicht mit dem « wirklichen » Leben gar nichts zu tun ?;ADV;stellen;7;Full|-2;VVINF;6
72146;NZZ_1993_04_17_a75_seg25_s22;Und noch einmal anders gefragt , jetzt in bezug auf die « wirkliche » Literatur , das heisst speziell auf die Kronauersche : Kann eine Literatur , die solche quasiliterarische Lebensstilisierung bewusst künstlich vorführt und ironisch konterkariert , das Bewusstsein für solches Verhalten im Leser schärfen und so den ideologischen Angang an die Wirklichkeit punktuell brechen ?;ADV;fragen;5;Full|Psp;VVPP;4
73114;NZZ_1993_04_17_a89_seg8_s3;Borussia Dortmund erging es so im letzten Herbst in der ersten Uefa-Cup-Runde ( 1 : 0 gegen Floriana La Valletta ) , den Italienern ( 2 : 1 ) und den Portugiesen ( 1 : 0 ) im gleichen Wettbewerb lief es nicht viel anders .;ADV;laufen;41;Full|3|Sg|Past|Ind;VVFIN;45
73341;NZZ_1993_04_17_a106_seg3_s9;Wie nicht anders zu erwarten ist , meistert der 21jährige Minsker auch diese mit Höchstschwierigkeiten bespickte Kür mit Bravour und baut den Vorsprung vor seinem direkten Verfolger aus .;ADV;erwarten;5;Full|-2;VVINF;3
73576;NZZ_1993_04_17_a115_seg2_s14;Denn , anders als im Roman , treten im Hörspiel innere Konflikte mehr und mehr in den Vordergrund .;ADV;treten;8;Full|3|Pl|Pres|Ind;VVFIN;3
76956;NZZ_1993_04_19_a18_seg7_s4;Doch anders als in jenen Fällen liegt ziemlich klar auf der Hand , dass die Bundesjustiz die vier Polizisten von Los Angeles nicht primär aus grundsätzlichen rechtlichen Überlegungen neu vor Gericht gebracht hat .;ADV;liegen;7;Full|3|Sg|Pres|Ind;VVFIN;2
77740;NZZ_1993_04_19_a49_seg6_s12;Die FDP und die CVP seien in der jüngeren Vergangenheit , anders als die SP und die SVP , keine Sonderzüglein gefahren .;ADV;SP;15;Name|*2|*3|*4;NE;12
77781;NZZ_1993_04_19_a50_seg6_s4;Nach dem Nein sehen die Probleme etwas anders aus , doch bleibt Europa als Thema bestimmend , und die Regierung will den europäischen Integrationskurs fortsetzen .;ADV;sehen;4;Full|3|Pl|Pres|Ind;VVFIN;8
82140;NZZ_1993_04_20_a37_seg4_s9;Ein Zeitgenosse wie Maimon sah es anders und bemerkte 1794 , dass « fast in allen Lehrbüchern , Kompendien , Journalen usw. , womit die literarische Welt ... überschwemmt wird » , man « nichts mehr und nichts weniger » erblicke « als Baumgartens Metaphysik und Kants Kritik der reinen Vernunft » .;ADV;sehen;5;Full|3|Sg|Past|Ind;VVFIN;7
82572;NZZ_1993_04_20_a55_seg10_s4;Das von Wirtschaftspartnern stärker oder anders abhängige Kirgistan hat als erster Staat der Region mit der Weltbank und dem IMF ein Reform- und Unterstützungsprogramm vereinbart , an dem sich auch die Schweiz mit einem Zuschuss von 15 Mio. Fr .;ADV;abhängig;7;Pos|Nom|Sg|Neut;ADJA;6
83218;NZZ_1993_04_20_a69_seg8_s6;Das kann in einer Woche schon ganz anders sein .;ADV;sein;9;Sein|-2;VAINF;8
83703;NZZ_1993_04_20_a101_seg2_s11;Das ist wohl nicht zu sehr dem Kameramann Peter Ramseier zuzuschreiben , der auch anders kann , hat vielmehr seine Ursache in der von der Redaktion angeordneten Vorgabe , das Verweilen sei am Bildschirm nicht so schön , der doch durch Bewegung , also schnellen Schnitt , erst attraktiv werde .;ADV;können;16;Mod|3|Sg|Pres|Ind;VMFIN;15
85332;NZZ_1993_04_20_a147_seg2_s8;"An einer kurzen konstituierenden Sitzung hat der Regierungsrat Ernst Buschor zum neuen Gesundheits- und Fürsorgedirektor bestimmt ; wie nicht anders erwartet wechselt keines der übrigen Regierungsmitglieder für den Rest der Amtszeit ( bis Frühjahr 1995 ) seine Direktion .";ADV;erwartet;21;Pos;VVFIN;20
85442;NZZ_1993_04_20_a155_seg2_s1;Ne. Nach der Ablegung des Amtsgelübdes durch den am 7. März gewählten Regierungsrat Ernst Buschor und nach der Kenntnisnahme des Konstituierungsbeschlusses der Regierung , die Buschor , wie nicht anders erwartet , die Gesundheits- und Fürsorgedirektion zuweist , hat der Rat an seiner verkürzten « Sechseläutensitzung » nur gerade ein Sachthema beraten : die Teilnahme der Ausländer an der Demokratie unseres Landes .;ADV;erwarten;31;Full|3|Sg|Pres|Ind;VVPP;30
85589;NZZ_1993_04_20_a164_seg2_s4;Wie anders ist es jedenfalls zu erklären , dass schon beim Bahnhof viele Zürcher stehenblieben und erstaunt feststellten : « Lueg emaal , Basler ! »;ADV;sein;3;Sein|3|Sg|Pres|Ind;VAFIN;2
85594;NZZ_1993_04_20_a164_seg2_s9;Anderseits kann ich diese « Personality Show » durchaus verstehen , denn in Basel geht es nach der Fasnacht nicht viel anders zu und her : Am Rheinknie sind es die Bummelsonntage , an denen ohne Larve , dafür mit Hut und manchmal einem Blumenbukett den Freunden am Strassenrand zugewinkt wird .;ADV;gehen;15;Full|3|Sg|Pres|Ind;VVFIN;22
85713;NZZ_1993_04_20_a172_seg2_s3;Für die Zuschauer sieht die Sache etwas anders aus .;ADV;sehen;4;Full|3|Sg|Pres|Ind;VVFIN;8
87438;NZZ_1993_04_21_a75_seg1_s10;Hätte sich Karl anders verhalten wollen ?;ADV;verhalten;5;Full|-2;ADJD;4
89744;NZZ_1993_04_21_a163_seg4_s3;Aber die Realität sah im vergangenen Jahr , wie dem zweiten Jahresbericht des Ausschusses der Zentralbankpräsidenten zu entnehmen ist , völlig anders aus : Das EMS drohte auseinanderzubrechen , und bei den Bemühungen um Konvergenz der wirtschaftlichen Leistungen blieben die Fortschritte bescheiden .;ADV;sein;19;Sein|3|Sg|Pres|Ind;VAFIN;22
90291;NZZ_1993_04_21_a185_seg4_s2;Ganz anders sieht indessen das Bild aus , wenn man die Dauer der Arbeitslosigkeit betrachtet .;ADV;sehen;3;Full|3|Sg|Pres|Ind;VVFIN;2
91380;NZZ_1993_04_22_a35_seg2_s7;Ganz anders wird auf der fast gleichzeitig entstandenen Thebais-Tafel ( Kunsthaus Zürich ) dem Gläubigen das Eremitenleben vorgeführt .;ADV;vorführen;18;Full|Psp;VVPP;2
91496;NZZ_1993_04_22_a42_seg7_s4;Die Gleichzeitigkeit der zerreissenden Widersprüche auszuhalten in jedem Augenblick , sie unablässig im Gedicht zur Sprache zu bringen und dadurch ihre Existenz und Notwendigkeit zu beweisen - dazu freilich bedarf es jener Besessenheit , die dem lyrischen Ich die Kraft eines Baumes gibt , den man sich anders als königlich nicht vorstellen kann .;ADV;können;53;Mod|3|Sg|Pres|Ind;VMFIN;48
92595;NZZ_1993_04_22_a79_seg1_s299;Wo die Jahre anders zählen .;ADV;zählen;5;Full|3|Pl|Pres|Ind;VVFIN;4
93503;NZZ_1993_04_22_a92_seg7_s14;Lumineszenz ist demnach eine Emission irgendwelcher Wellenlänge , die länger sein muss als jene der aktivierenden Strahlung , doch meistens versteht man darunter sichtbares Licht ( sofern nicht anders bezeichnet ) .;ADV;bezeichnen;30;Full|3|Sg|Pres|Ind;VVPP;29
94222;NZZ_1993_04_22_a132_seg2_s5;Nicht anders erginge es selbst vielen Wienern , denen die Kenntnisse solchen Klinkendrückens verlorengingen .;ADV;ergehen;3;Full|3|Sg|Past|Subj;VVFIN;2
95823;NZZ_1993_04_22_a193_seg8_s9;Die Rechtfertigung öffentlicher Unternehmen kann nämlich wohl nur darin bestehen , dass sie sich eben anders , und das heisst im Klartext : weniger gewinnorientiert , verhalten .;ADV;heißen;20;Full|3|Sg|Pres|Ind;VVFIN;16
96396;NZZ_1993_04_22_a221_seg2_s4;In voller Fahrt stieg dagegen der Personalaufwand 1992 weiter an , und bei den Staatsbeiträgen kam nebst dem höheren Bedarf an Beiträgen für soziale Aufgaben im Zeichen der Rezession vor allem zum Ausdruck , dass die Ausgabenentwicklung bei den subventionierten Institutionen sich kaum anders zu verhalten pflegt als beim Staat selbst .;ADV;verhalten;46;Full|-2;VVINF;44
96802;NZZ_1993_04_23_a10_seg10_s11;Der österreichische Bundeskanzler Klestil , der zusammen mit einer Reihe anderer Staatsoberhäupter zuerst seine Teilnahme an der Eröffnung zugesagt hatte , besann sich wieder anders , nachdem er erfahren hatte , dass Präsident Clinton ihn in Washington aus Zeitgründen nicht zu einer separaten Audienz empfangen könne .;ADV;besinnen;22;Full|3|Sg|Past|Ind;VVFIN;25
96838;NZZ_1993_04_23_a13_seg8_s1;Für die palästinensischen Verhandlungspartner präsentiert sich das Bild jedoch anders .;ADV;präsentieren;5;Full|3|Sg|Pres|Ind;VVFIN;10
97646;NZZ_1993_04_23_a59_seg2_s5;Vollends durch die Reformation wurde der Südjura nach Bern ausgerichtet und wesensmässig anders geprägt als der Nordjura , der unter dem Bischof von Basel eigene Wege ging .;ADV;geprägt;14;Pos;VVPP;13
97689;NZZ_1993_04_23_a63_seg2_s4;Besagter Passus im neuen BV lautet : « Die Verfahren der Fortpflanzungshilfe dürfen nur angewendet werden , wenn die Unfruchtbarkeit oder die Gefahr der Übertragung einer schweren Krankheit nicht anders behoben werden kann ... » Dass als « Therapieverfahren » im gleichen Artikel auch die Anwendung von Keimzellen Dritter erlaubt wird , entspricht der von der Autorin angedeuteten stillen Umorientierung zur Schaffung des « gesunden » Menschen .;ADV;beheben;31;Full|Psp;VVPP;30
97776;NZZ_1993_04_23_a68_seg2_s8;Die Dienstleistung der SD ist - von Kanton zu Kanton wieder anders - theoretisch allen Ärzten möglich .;ADV;Arzt;16;Reg|Dat|Pl|Masc;NN;12
97989;NZZ_1993_04_23_a86_seg1_s1;Radikal anders;ADV;No Head;0;No Head;No Head;2
