;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
75394;NZZ_1993_04_17_a142_seg2_s100;Die Stimmung in den Hallen schlecht zu nennen wäre dennoch übertrieben .;ADJD;nennen;8;Full|-2;VVINF;6
75860;NZZ_1993_04_17_a167_seg5_s11;Dabei wird die Situation im Tiefbau auf Grund der im ersten Vierteljahr beobachteten Reduktionen der Auftragseingänge und -bestände bei 34% bzw. 44% der Firmen etwas weniger schlecht ausfallen als im Hochbau , wo rund 52% bzw. 76% der Unternehmen tiefere Auftragseingänge und -bestände ausweisen mussten .;ADJD;ausfallen;28;Full|-2;VVINF;27
79069;NZZ_1993_04_19_a101_seg8_s7;"Der junge Henchoz schliesslich ist - kein Wunder - schlicht noch nicht soweit , um diese Reihe gleichwertig zu komplettieren ; aber die Bewegungsübung gegen den Aussenseiter hat ihm anderseits auch nicht schlecht getan .";ADJD;tun;34;Full|Psp;VVPP;33
81438;NZZ_1993_04_19_a181_seg1_s1;Uitiker Rechnung weniger schlecht als befürchtet;ADJD;Rechnung;2;Reg|Nom|Sg|Fem;NN;4
81926;NZZ_1993_04_20_a25_seg11_s3;Doch auch in bezug auf die Prophylaxe stehen die Aussichten nicht schlecht , seitdem eine Forschergruppe der Universität von Colorado herausgefunden hat , dass das Sonnenlicht mit seiner UV-Strahlung eine ausreichende keimabtötende Wirkung zur Aufbereitung von Trinkwasser entfaltet .;ADJD;stehen;8;Full|3|Pl|Pres|Ind;VVFIN;12
84892;NZZ_1993_04_20_a130_seg8_s7;Die Kontrolle der neuen Kleinaktionäre über das Schicksal der zu oft nur schlecht für die Privatisierung vorbereiteten Unternehmen sei minimal .;ADJD;vorbereitet;17;Pos|Gen|Pl|Neut;ADJA;13
85452;NZZ_1993_04_20_a155_seg2_s11;Demgegenüber machten die Befürworter auf die Verhältnisse in den Kantonen Neuenburg und Jura aufmerksam , die als einzige Erfahrungen mit Formen des Ausländerstimmrechts besitzen und bisher damit nicht schlecht gefahren seien .;ADJD;fahren;30;Full|Psp;VVPP;29
86463;NZZ_1993_04_21_a40_seg2_s20;Friederike Kretzen hat mit bewährt cooler Beschreibungspräzision geradezu sensationell schlecht Verdauliches für ihre Leserinnen und Leser angerichtet : Auf dem Höhepunkt des Familienfests lässt sich die greise Gastgeberin , die noch nie einen « Kerl » gehabt hat , auf alle viere nieder und paart sich ausführlich mit einem Hund .;ADJD;anrichten;17;Full|Psp;VVPP;10
86540;NZZ_1993_04_21_a43_seg6_s9;Der amerikanische Aal ( Anguilla rostrata ) wird praktisch nur gefischt , denn er gedeiht in der Gefangenschaft ausgesprochen schlecht .;ADJD;gedeihen;15;Full|3|Sg|Pres|Ind;VVFIN;20
86746;NZZ_1993_04_21_a47_seg14_s9;"Der Radius des Bromidions ist nämlich 8 Prozent grösser als das Chloridion und passt darum nur schlecht in das Kristallgitter des Natriumchlorids ; es bleibt also in der Mutterlösung zurück , in Salzlagerstätten findet man es nur spurenweise .";ADJD;passen;14;Full|3|Sg|Pres|Ind;VVFIN;17
86756;NZZ_1993_04_21_a47_seg16_s7;Dort kondensieren die Dämpfe , das in Wasser schlecht lösliche Brom sinkt zum Boden der Trennanlage und wird abgezogen .;ADJD;--;10;Pos|Nom|Sg|Neut;ADJA;9
90934;NZZ_1993_04_22_a14_seg1_s1;Heute in der NZZ Gerichtsentscheid für Jelzin 2 Ungeklärte Nachfolgefrage in Ankara 3 Lockerung der Absperrung durch Israel 5 Wetter : Zunehmend bewölkt 9 Antiquitätenraub in Libanon 13 Liberalisierte Zulassung von Führungskräften 21 Höhere Bussen im Strassenverkehr 21 Expansionspläne bei Teletext 22 GSoA mit neuer Strategie zum alten Ziel 23 Der Kinderlyriker Hans Manz 27 Eremiten und Ermitagen 29 Erstarkte Sulzer trotzt widrigem Markt 33 Kooperation im Inserategeschäft 33 Unternehmerischer Ruf nach Erneuerung 35 Präferenz für kurzfristige Kapitalanleihen 37 Staatsrechnung 1992 « sehr schlecht » 53 , 57 Wohnungsbau auf Zürcher Brandruine 54 Internierung straffälliger Asylbewerber 57 Meistercup-Final Milan - Marseille 59 Schweizer Eishockey am Wendepunkt ?;ADJD;Staatsrechnung;80;Reg|Acc|Sg|Fem;NN;84
92254;NZZ_1993_04_22_a77_seg6_s9;Eine solche würde ihre Aufgaben effizienter übernehmen als die Zivilschutzorganisation mit ihrem Sollbestand « meist schlecht motivierter » Personen .;ADJD;motiviert;17;Comp;ADJD;16
92761;NZZ_1993_04_22_a82_seg6_s4;An sich ist Gold ein « friedliches » Metall , denn zur Herstellung von Waffen ist es ausgesprochen schlecht geeignet .;ADJD;eignen;20;Full|Psp;ADJD;19
96418;NZZ_1993_04_22_a223_seg3_s2;Die Marktchancen für die künstlerische Photographie können schlecht nicht sein - zumindest im obersten Segment der klassischen Moderne .;ADJD;können;7;Mod|3|Pl|Pres|Ind;VMFIN;8
96647;NZZ_1993_04_22_a238_seg2_s4;Die schlecht vorbereitete und von Präsident René Nussbaumer nicht gerade brillant geführte Zusammenkunft wusste sich während gut zweier Stunden vor allem mit sich selber und mit ein paar statutarischen Notwendigkeiten zu beschäftigen , so dass die angekündigte Grundsatzdiskussion über die Sparvorhaben des Stadtrates um rund 22 Uhr aufgenommen werden konnte .;ADJD;vorbereitet;3;Pos|Nom|Sg|Fem;ADJA;2
97268;NZZ_1993_04_23_a36_seg3_s2;Radio und Fernsehen wären aber schlecht beraten , wenn sie diesem Trend Folge geben und ihre Sendungen mit noch mehr Dialekt vermischen würden .;ADJD;beraten;7;Full|Psp;VVINF;6
97742;NZZ_1993_04_23_a66_seg2_s5;Abgesehen davon : Wenn die Volkswirtschaft eines Landes in die Krise rutscht , wenn drei Stimmbürger nicht dem behördlichen Wegweiser folgen , dann ist es um dieses Land wahrhaftig schlecht bestellt .;ADJD;bestellen;31;Full|Psp;VVPP;30
97744;NZZ_1993_04_23_a66_seg2_s7;Um ihm und weiteren Rutengängern nachzuhelfen : Unsere Politiker haben ihre Pflichten gegenüber dem Volk , das sie gewählt hat und ihnen die Aufträge erteilt , schlecht oder gar nicht erfüllt .;ADJD;oder;28;Coord|-2;KON;27
99745;NZZ_1993_04_23_a160_seg3_s4;ZDF , 1.05 Der Ritt auf dem Tiger Italienischer Spielfilm ( 1961 ) von Luigi Comencini Der einfältige Giacinto ( Nino Manfredi ) , ein schlecht bezahlter Gelegenheitsarbeiter , hat die Nörgeleien seiner Frau satt .;ADJD;bezahlt;27;Pos|Nom|Sg|Masc;ADJA;26
100674;NZZ_1993_04_23_a176_seg7_s8;Letzteres erscheint um so wichtiger , als laut Frei im laufenden Jahr die Branchenkonjunktur schlecht bleiben wird , so dass , wie er fortfuhr , der weiterhin rückläufige Anzeigenmarkt zunehmend auch Ringiers Verlagsgeschäft beeinflusst .;ADJD;bleiben;16;Full|-2;VVINF;15
103036;NZZ_1993_04_24_a13_seg8_s2;Dort kommen Bezeichnungen wie Lega lombarda oder Lega Nord schlecht an .;ADJD;kommen;2;Full|3|Pl|Pres|Ind;VVFIN;10
109801;NZZ_1993_04_24_a178_seg15_s15;Die Schulen blieben trotz Peters Anstrengungen schlecht .;ADJD;bleiben;3;Full|3|Pl|Past|Ind;VVFIN;7
110354;NZZ_1993_04_24_a204_seg2_s10;Der Polizeivorstand räumte ein , dass die Arbeitsbedingungen im Detailhandel schlecht seien , doch sei nicht bewiesen , dass sie durch eine Verlängerung der Ladenöffnungszeiten noch schlechter würden .;ADJD;werden;28;Aux|3|Pl|Past|Subj;VAFIN;27
110994;NZZ_1993_04_26_a31_seg2_s3;Dennoch ist - nach mehrfacher Verschiebung der Eröffnung - nur eine schlecht koordinierte und lieblos präsentierte Ausstellung zustande gekommen .;ADJD;koordiniert;13;Pos|Nom|Sg|Fem;ADJA;12
110998;NZZ_1993_04_26_a31_seg2_s7;Die ersten Räume enthalten eine Anhäufung von schlecht sichtbaren Druckwerken in Vitrinen ( Theologie , Musik , Druckwesen usw. ) und sind ein entmutigendes Beispiel für eine Anti-Ausstellung .;ADJD;sichtbar;9;Pos|Dat|Pl|Neut;ADJA;8
111742;NZZ_1993_04_26_a74_seg2_s3;Obwohl dieses Ergebnis weniger schlimm sei als erwartet , sei die Finanzlage des Kantons noch immer schlecht , unterstrich Finanzdirektor Olivier Vodoz vor der Presse .;ADJD;sein;10;Sein|3|Sg|Pres|Subj;VAFIN;17
112016;NZZ_1993_04_26_a93_seg1_s12;Betreffen diese Zahlen vor allem schlecht ausgebildete Jugendliche oder auch junge Frauen und Männer mit einem Lehr- oder Studienabschluss ?;ADJD;ausgebildet;7;Pos|Acc|Pl|*4;ADJA;6
114398;NZZ_1993_04_26_a150_seg4_s4;Während der ersten elf Runden lag Damon Hill an der Spitze , nachdem er den schlecht gestarteten Prost zusammen mit Senna nach wenigen Metern überholt hatte .;ADJD;gestartet;17;Pos|Acc|Sg|Masc;ADJA;16
116123;NZZ_1993_04_26_a221_seg2_s4;Sind die anderen Teams so schlecht ?;ADJD;No Head;1;No Head;No Head;6
116179;NZZ_1993_04_26_a222_seg3_s3;Kameramann Harvey Denton staunt nicht schlecht , als er am Ende eines frustrierenden Arbeitstages feststellen muss , dass in seiner Wohnung eingebrochen wurde .;ADJD;staunen;4;Full|3|Sg|Pres|Ind;VVFIN;6
118006;NZZ_1993_04_27_a17_seg8_s1;Eine Kompensation der Ausfälle im Norden und Süden durch vermehrte Transporte nach und durch Albanien im Westen oder Bulgarien im Osten stösst auf enge Grenzen , da die entsprechenden Strassen schlecht ausgebaut sind und Bahnverbindungen überhaupt nicht existieren .;ADJD;ausbauen;32;Full|Psp;VVPP;31
118011;NZZ_1993_04_27_a17_seg8_s6;Der langwierige Umweg , der zudem bis an die ungarische Grenze grösstenteils über schlecht ausgebaute Landstrassen führt , erschwert jedoch die Transporte derart , dass er für verderbliche Ware wie beispielsweise Tomaten oder für normalerweise auf der Schiene transportierte Massengüter wie etwa Stahl kaum in Frage kommt und bei den übrigen Ein- und Ausfuhren zu einer erheblichen Verteuerung führt .;ADJD;ausgebaut;15;Pos|Acc|Pl|Fem;ADJA;14
120129;NZZ_1993_04_27_a99_seg2_s9;Auf die Defensivtaktik sind die Internationalen zudem schlecht vorbereitet .;ADJD;vorbereiten;9;Full|Psp;VVPP;8
121728;NZZ_1993_04_27_a150_seg10_s10;Sie passen schlecht zur wohl richtigen Analyse , dass die Probleme und insbesondere die hohe Arbeitslosigkeit in Europa im Kern struktureller Natur sind und dass zur Wiederherstellung der Prosperität nicht die Geldpolitik , sondern in weit stärkerem Masse die Finanz- und die Arbeitsmarktpolitiken gefordert wären .;ADJD;passen;2;Full|3|Pl|Pres|Ind;VVFIN;3
122351;NZZ_1993_04_28_a11_seg8_s8;"Mit der Tatsache , dass Costa Rica seit 44 Jahren keine Armee mehr besitzt , hat die Zunahme von Terroraktionen kaum zu tun ; hingegen ist die Polizei zur Vorbeugung solcher Aktionen schlecht gerüstet .";ADJD;rüsten;34;Full|Psp;VVPP;33
125762;NZZ_1993_04_28_a137_seg2_s8;Sind hauptsächlich schlecht ausgebildete Jugendliche betroffen oder auch junge Menschen mit Hochschul- und Lehrabschluss ?;ADJD;betreffen;6;Full|Psp;VVPP;3
126622;NZZ_1993_04_28_a160_seg3_s4;Das erste Quartal bezeichnete Kinsch an der Jahrespressekonferenz als besonders schlecht , obwohl die Branche einige Preiserhöhungen durchsetzen konnte und sich die Rohstahlproduktion bei Arbed mit einem kleinen Zuwachs von 3% auf 2 Mio. t wieder leicht erholte .;ADJD;bezeichnen;4;Full|3|Sg|Past|Ind;VVFIN;11
128505;NZZ_1993_04_29_a39_seg3_s29;Zwar bestehen auf dem Weg zum Pass keine objektiven Gefahren , aber keine Sicht und dichtes Schneetreiben in den Bergen sind nicht das ideale Umfeld für schlecht oder mangelnd ausgerüstete Einzelgänger .;ADJD;oder;28;Coord|-2;KON;27
130042;NZZ_1993_04_29_a97_seg2_s3;Obwohl dieses Ergebnis weniger schlimm sei als erwartet , sei die Finanzlage des Kantons noch immer schlecht , unterstrich Finanzdirektor Olivier Vodoz vor der Presse .;ADJD;sein;10;Sein|3|Sg|Pres|Subj;VAFIN;17
139027;NZZ_1993_08_02_a23_seg6_s14;Ätzend-sarkastisch und mit infernalischer Beredsamkeit geisselt er die « Castroenteritis » , eine Krankheit , die vor allem gutwillige , aber schlecht informierte Ausländer befallen habe .;ADJD;informiert;23;Pos|Acc|Pl|Masc;ADJA;22
