;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
47734;NZZ_1993_04_10_a173_seg4_s12;Davon werden jedoch nur 5 Mrd. bFr. eingespart , da die unfreiwilligen Teilzeitarbeiter auch künftig Einkommensgarantien und , falls sie vollständig arbeitslos werden , die volle Unterstützung erhalten sollen .;ADJD;arbeitslos;22;Pos;ADJD;21
48368;NZZ_1993_04_10_a209_seg7_s9;Die Forscher müssen sich damit abfinden , dass sich die Forschungspolitik diesen Vorstellungen nicht vollständig entziehen kann .;ADJD;entziehen;16;Full|-2;VVINF;15
48660;NZZ_1993_04_10_a215_seg8_s3;Die Risiken und Konsequenzen der Diagnosen werden dabei vollständig ausgeblendet , wonach durch die invasiven - in die körperliche Integrität der Frau eingreifenden - Testmethoden es zu einem Spontanabort oder zur Verletzung von « gesunden » Föten kommen kann .;ADJD;ausblenden;10;Full|Psp;VVPP;9
48677;NZZ_1993_04_10_a215_seg9_s8;Die Konsequenzen des Schwangerschaftsabbruchs nach einer erwünschten Schwangerschaft werden vor dem Entscheid vollständig verdrängt .;ADJD;verdrängen;14;Full|Psp;VVPP;13
49725;NZZ_1993_04_13_a25_seg6_s2;"Die ausländische Presse ist vollständig ausgeschlossen ; und auch von den russischen Medienvertretern ist nur eine kleine Zahl zugelassen .";ADJD;ausschließen;6;Full|Psp;VVPP;5
49808;NZZ_1993_04_13_a29_seg8_s2;Gonzalez bereitete am Wochenende dafür das Terrain vor , indem er die Regierungspartei - zumindest nach aussen - praktisch vollständig unter seine Kontrolle stellte .;ADJD;stellen;24;Full|3|Sg|Past|Ind;VVFIN;20
58929;NZZ_1993_04_14_a115_seg3_s2;Die einstmals zur Schweizer Papierindustrie zählende Holvis-Holzstoff-Gruppe hat die 1990 eingeschlagene strategische Ausrichtung auf die Sparten Vliesstoffe und Handel offenbar vollständig vollzogen : Zwei Tage vor der Jahrespressekonferenz hat das Unternehmen bekanntgegeben , dass die letzte Papierfabrik der Gruppe , die norditalienische Cartiera di Carmignano mit ihren beiden Werken Carmignano und Condino sowie den dazugehörigen Vertriebsgesellschaften , für 5 Mio. Fr. an die Industrieholding Cham verkauft worden ist .;ADJD;vollziehen;22;Full|Psp;VVPP;21
60694;NZZ_1993_04_15_a42_seg6_s6;Hier nimmt man mit Überraschung zur Kenntnis , dass eine Verbundbremse mit mechanischer Regelung zwar ein ABS nicht vollständig ersetzt ( vor allem im Regen nicht ) , dass sich aber auf verblüffend einfache Art trotzdem phänomenale Bremswerte erreichen lassen .;ADJD;ersetzen;20;Full|Psp;VVPP;19
63027;NZZ_1993_04_15_a127_seg2_s5;Heute steht das fast vollständig intakte mittelalterliche Ortsbild unter historischem Denkmalschutz .;ADJD;stehen;2;Full|3|Sg|Pres|Ind;VVFIN;5
63884;NZZ_1993_04_15_a141_seg2_s1;Die von der Orell Füssli Graphische Betriebe AG , Zürich , im Herbst 1991 eingeleitete und inzwischen praktisch vollständig abgeschlossene Umstrukturierung hat im Geschäftsjahr 1992 auf betrieblicher Ebene erste positive Resultate gezeigt .;ADJD;abgeschlossen;20;Pos|Nom|Sg|Fem;ADJA;19
64744;NZZ_1993_04_15_a177_seg2_s6;Die südliche Verbreiterung soll nun vollständig erneuert werden .;ADJD;erneuern;7;Full|Psp;VVPP;6
65013;NZZ_1993_04_15_a192_seg4_s9;Für eine Tätigkeit in der Exekutive kämen dann auch eine grosse Zahl qualifizierter Personen , vor allem auch Frauen , in Betracht , die kein Vollamt übernehmen können und deshalb auf ein entsprechendes Engagement verzichten mussten ( Alleinerziehende , Unternehmer und Berufstätige , die ihren Job nicht vollständig aufgeben können oder wollen , usw. ) .;ADJD;aufgeben;49;Full|-2;VVINF;48
66516;NZZ_1993_04_16_a66_seg15_s4;Eine direkte Rückerstattung klammert die Fiskalpolitik vollständig aus , sie ist transparent und administrativ einfach , und sie demonstriert den Bürgerinnen und Bürgern deutlicher als jede Art von Steuerreform , dass der Staat keine Mehreinnahmen erzielen will .;ADJD;klammern;4;Full|3|Sg|Pres|Ind;VVFIN;7
70899;NZZ_1993_04_17_a34_seg3_s5;Im Krieg wurde das erste Verlagshaus vollständig zerstört .;ADJD;zerstören;8;Full|Psp;VVPP;7
73518;NZZ_1993_04_17_a112_seg2_s5;Mit einem Minimum an Organisation und an Waffen , fast vollständig isoliert von der Aussenwelt , halten die jüdischen Kämpfer vier Wochen lang gegen die deutsche Übermacht aus .;ADJD;isolieren;12;Full|Psp;VVFIN;11
75689;NZZ_1993_04_17_a156_seg3_s5;In diesem Zusammenhang gab der Vorsitzende der Elvia-Gruppenführung , Paul Hug , an der Bilanzpressekonferenz bekannt , dass für dieses Portefeuille 102 Mio. Fr. bezahlt wurden , die bereits vollständig abgeschrieben worden sind .;ADJD;abschreiben;31;Full|Psp;VVPP;30
76030;NZZ_1993_04_17_a174_seg4_s9;Cándido Velázquez , der Präsident von Telefónica , teilte mit , dass im laufenden Jahr der Rückstand bei der Installation von neuen Linien vollständig aufgeholt werde .;ADJD;aufholen;25;Full|Psp;VVPP;24
77698;NZZ_1993_04_19_a48_seg2_s1;Nach dem ersten Wahlgang ist der Neuenburger Staatsrat bereits vollständig bestellt , was ungewöhnlich ist .;ADJD;bestellen;11;Full|Psp;VVPP;10
81680;NZZ_1993_04_20_a11_seg2_s6;( dpa ) Der russische Parlamentspräsident Chasbulatow hat Präsident Jelzin am Montag vorgeworfen , dass dessen Reformen vollständig gescheitert seien .;ADJD;scheitern;19;Full|Psp;VVPP;18
82245;NZZ_1993_04_20_a41_seg3_s7;Rund 800 Fragebogen waren vollständig ausgefüllt worden und konnten in die Auswertung einbezogen werden .;ADJD;ausgefüllt;6;Full|Psp;VVPP;5
82391;NZZ_1993_04_20_a47_seg3_s2;Leider haben die bisherigen Erfahrungen gezeigt , dass dessen Ziele kaum vollständig erreicht werden können .;ADJD;erreichen;13;Full|Psp;VVPP;12
84823;NZZ_1993_04_20_a127_seg8_s8;Die Ansprüche von TML hält Eurotunnel für partiell unbegründet , weil das Konsortium , nachdem es den Tunnelbau planmässig abgewickelt hatte , bei den umfangreichen Ausbauarbeiten vollständig desorganisiert vorgegangen sei .;ADJD;vorgehen;29;Full|Psp;VVPP;27
85698;NZZ_1993_04_20_a170_seg11_s1;Der Zug der Zünfte zur Sechseläutenwiese ist längst so lange geworden , dass er auf keiner Zeitungsseite mehr vollständig Platz findet .;ADJD;finden;21;Full|3|Sg|Pres|Ind;VVFIN;19
86567;NZZ_1993_04_21_a43_seg10_s8;Das Wasser wird sechsmal pro Stunde vollständig umgewälzt .;ADJD;umwälzen;8;Full|Psp;VVPP;7
92748;NZZ_1993_04_22_a82_seg4_s1;Gold kommt überall auf der Welt vor , aber stets nur in relativ kleinen Mengen : das erste Metall blieb ungemein wertvoll , selbst als das Septett der leicht darstellbaren Metalle der Antike vollständig war : Gold , Silber , Kupfer , Zinn , Eisen , Quecksilber und Blei .;ADJD;bleiben;20;Full|3|Sg|Past|Ind;VVFIN;34
92799;NZZ_1993_04_22_a82_seg10_s16;"Bei der Erosion dieses Gesteins wurden einige zehntausend Tonnen Edelmetall frei , das Seifengold bildete ; letzteres wurde von den Wasserläufen in das heute mit Lava und Sedimenten vollständig aufgefüllte Witwatersrand-Becken gespült und dort von der Strömung angereichert.";ADJD;aufgefüllt;30;Pos|Nom|Pl|Neut;ADJA;29
93007;NZZ_1993_04_22_a87_seg20_s12;Im gleichen Jahr wechselte er fast vollständig von der Mechanik zu Quarzwerken Schweizer Provenienz .;ADJD;wechseln;4;Full|3|Sg|Past|Ind;VVFIN;7
93014;NZZ_1993_04_22_a87_seg22_s3;"Das rasante Vorrücken der Mikroelektronik führte 1986 zum Entscheid , die Mechanik vollständig aufzugeben ; danach wurden nur noch Quarz-Analogwerke gefertigt .";ADJD;aufgeben;14;Full|zu;VVIZU;13
93024;NZZ_1993_04_22_a87_seg22_s13;Heute noch werden vollständig von Hand hergestellte , zertifizierte Kopien von Glashütte-Uhren aus dem Werkmuseum angeboten .;ADJD;anbieten|angebieten;16;Full|Psp;VVPP;4
93032;NZZ_1993_04_22_a87_seg24_s2;In Les Fins bei Morteau werden mit 135 Mitarbeitern Metallarmbänder und Uhrenschalen gefertigt , vor allem als « Ensembles » , das heisst als vollständig integrierte Einheiten .;ADJD;integriert;26;Pos|Nom|Pl|Fem;ADJA;25
93034;NZZ_1993_04_22_a87_seg24_s4;"Die französische Petitjean-Fabrik gehört zu den weltweit modernsten ihrer Art , mit den fortgeschrittensten CAD/CAM-Systemen und vollständig automatisierter Metallbearbeitung mit einem im Haus entwickelten und gebauten Maschinenpark ; lediglich das Polieren , das Satinieren und das Zusammensetzen werden noch von Hand durchgeführt .";ADJD;automatisiert;18;Pos|Gen|Sg|Fem;ADJA;17
93242;NZZ_1993_04_22_a89_seg5_s15;Die alten Archive sind vollständig erhalten und werden weitergeführt .;ADJD;erhalten;6;Full|Psp;VVPP;5
93387;NZZ_1993_04_22_a90_seg12_s18;"Mit der Markteinführung kann erst 1995 bis 1996 gerechnet werden ; man muss ja sicher sein , dass die Spannung der vollständig quecksilberfreien Batterien sowie ihre Dichtigkeit langfristig erhalten bleiben .";ADJD;--;23;Pos|Gen|Pl|Fem;ADJA;22
93537;NZZ_1993_04_22_a92_seg11_s19;Die Natur der Leuchtzentren , welche die 575-nm- und 640-nm-Systeme verursachen , ist - ebenso wie die vorher erwähnten Leuchtzentren - noch nicht vollständig aufgeklärt , ist aber von den jeweiligen Stickstoff-Konstellationen abhängig .;ADJD;aufgeklärt;25;Full|Psp;VVPP;24
94283;NZZ_1993_04_22_a133_seg4_s10;Der Werksvertrag über diesen bedeutenden , einzig vollständig erhaltenen Flügelaltar des Südtiroler Künstlers liegt heute im oberösterreichischen Landesarchiv in Linz .;ADJD;erhalten;9;Pos|Acc|Sg|Masc;ADJA;8
96204;NZZ_1993_04_22_a208_seg6_s3;Zahlreiche eingemietete Kleingewerbebetriebe und ein Pneulager wurden vollständig verwüstet .;ADJD;verwüsten;9;Full|Psp;VVPP;8
97521;NZZ_1993_04_23_a53_seg2_s5;Die heutige Kantonsgrenze , die sich fast vollständig mit der Konfessionsgrenze deckt , ist also keineswegs zufällig .;ADJD;decken;12;Full|3|Sg|Pres|Ind;VVFIN;8
100535;NZZ_1993_04_23_a166_seg5_s8;Da der nahezu transparente Fisch in der Regel nicht älter als zwölf Monate wird , war die Spezies in Gefahr , innerhalb der nächsten beiden Jahre vollständig vernichtet zu werden .;ADJD;vernichten;28;Full|Psp;VVPP;27
101443;NZZ_1993_04_23_a216_seg10_s11;In Anpassung an das neue Aktienrecht werden die Statuten vollständig überarbeitet .;ADJD;überarbeiten;11;Full|Psp;VVPP;10
102716;NZZ_1993_04_23_a256_seg5_s7;An dem im NZZ-Gebäude stationierten Transformator mussten verschiedene Umschaltungen vorgenommen werden , bevor das Netz gegen 15 Uhr 30 wieder vollständig funktionierte .;ADJD;funktionieren;22;Full|3|Sg|Past|Ind;VVFIN;21
104739;NZZ_1993_04_24_a67_seg6_s11;Jetzt , da die Briefe vollständig vorliegen ( allerdings erst in tschechischer Sprache ) , 1 hat man einen genauen Begriff vom Umfang dieser Briefsammlung ( über 720 Briefe ) und stellt auch fest , dass doch einige Briefe von Kamila erhalten geblieben sind ( 52 Briefe werden erwähnt , teilweise sogar im Wortlaut zitiert ) .;ADJD;vorliegen;7;Full|3|Pl|Pres|Ind;VVINF;6
108741;NZZ_1993_04_24_a137_seg9_s8;Selbst nach Kriegsende dauerte es noch bis 1948 , ehe auch die Kohlerationierung in der Schweiz vollständig aufgehoben werden konnte .;ADJD;aufheben;18;Full|Psp;VVPP;17
109523;NZZ_1993_04_24_a177_seg5_s10;Das Gebäude wurde durch das Feuer vollständig zerstört .;ADJD;zerstören;8;Full|Psp;VVPP;7
110618;NZZ_1993_04_26_a18_seg6_s8;In einem Fernsehappell weniger als eine Stunde vor Öffnung der Stimmlokale im Fernen Osten schraubte er die Bedeutung des sogenannten Referendums noch einmal bewusst in die Höhe , indem er sagte , seine Fähigkeit , die Reformen weiterzuführen , hänge vollständig vom Verhalten der Stimmbürger am Sonntag ab .;ADJD;hängen;40;Full|3|Sg|Pres|Subj;VVFIN;41
113033;NZZ_1993_04_26_a107_seg5_s7;Wird aber an effektives technisches Training gedacht , in unserem Fall im Golfsport , kann eine komplett unterschiedliche Wirkung erzielt werden , wenn dieses als vollständig integrierte psychophysische Arbeit aufgefasst wird , das heisst , wenn es von der notwendigen mentalen Aufmerksamkeit begleitet ist .;ADJD;integriert;27;Pos|Nom|Sg|Fem;ADJA;26
115977;NZZ_1993_04_26_a216_seg3_s2;Der Schweizer geht als hoher Favorit an den Start der dreiwöchigen , anforderungsreichen Rundfahrt , welche diesmal den südlichen Teil Spaniens vollständig auslässt .;ADJD;auslassen;23;Full|3|Sg|Pres|Ind;VVFIN;22
116983;NZZ_1993_04_26_a231_seg4_s3;Eine Villa im Dorfzentrum von Rennaz brannte am Samstag gegen 20 Uhr 40 vollständig ab .;ADJD;brennen;7;Full|3|Sg|Past|Ind;VVFIN;14
116994;NZZ_1993_04_26_a231_seg4_s14;Die drei nebeneinander stehenden Holzhäuser brannten gegen 19 Uhr 30 vollständig nieder , wie die Kantonspolizei mitteilte .;ADJD;brennen;6;Full|3|Pl|Past|Ind;VVFIN;11
117006;NZZ_1993_04_26_a231_seg4_s26;Die mit 30 Mann ausgerückte Feuerwehr konnte nicht mehr verhindern , dass das Haus vollständig niederbrannte .;ADJD;niederbrennen;16;Full|3|Sg|Past|Ind;VVFIN;15
117151;NZZ_1993_04_26_a240_seg10_s3;Vielmehr teilten die drei Lead Manager - Credit Suisse First Boston , Merrill Lynch International und Union Bank of Switzerland - die gesamte Anleihe mit dem Ziel einer strikteren Kontrolle der Placierung und einer aggressiveren Struktur der Anleihenbedingungen vollständig unter sich auf .;ADJD;Kontrolle;30;Reg|Gen|Sg|Fem;NN;39
118431;NZZ_1993_04_27_a36_seg7_s3;Was heute vorliegt , ist weder vollständig noch umfassend , und was der marktwirtschaftlichen Erneuerung dienen könnte , muss mit der Lupe gesucht werden .;ADJD;umfassend;9;Pos;ADJD;7
121162;NZZ_1993_04_27_a118_seg2_s9;Beim Absturz zerbrach die Maschine in drei Teile und brannte vollständig aus .;ADJD;brennen;10;Full|3|Sg|Past|Ind;VVFIN;11
121171;NZZ_1993_04_27_a119_seg2_s8;Die aufgebotene Feuerwehr aus Flums konnte aber nicht mehr verhindern , dass Unimog und Anhänger vollständig ausbrannten .;ADJD;ausbrennen;17;Full|3|Pl|Past|Ind;VVFIN;16
121587;NZZ_1993_04_27_a145_seg8_s2;Da sie gemäss ihren Statuten verpflichtet ist , jedes Projekt genaustens zu überprüfen und dessen Beitrag für den Aufbau einer Marktwirtschaft zu ermitteln , sei die Bank nicht in der Lage , Zahlungen zu leisten , bevor sie sich über den Charakter des Projektes vollständig sicher ist .;ADJD;sicher;46;Pos;ADJD;45
122105;NZZ_1993_04_27_a163_seg2_s4;In der ersten Abteilung reicht die Palette vom Ton-Stufenherd bis zu vollständig eingerichteten Küchen mit Herd , Pfannen , Töpfen , Kellen und Schaugerichten - das Geschehen rund um die Küche zwischen 1860 und 1930 .;ADJD;eingerichtet;13;Pos|Dat|Pl|Fem;ADJA;12
125519;NZZ_1993_04_28_a132_seg12_s6;Bei der Interpretation der Ergebnisse ist freilich zu berücksichtigen , dass die Methode , die Zahlungsbereitschaft für Ruhe aus dem Marktverhalten der Mieter abzulesen , unter anderem voraussetzt , dass die Leute vollständig mobil sind , dass der Wohnungsmarkt funktioniert , oder dass die Lärmbelastung lokaler Natur ist und folglich mit einem Umzug variiert werden kann .;ADJD;mobil;34;Pos;ADJD;33
125677;NZZ_1993_04_28_a135_seg8_s20;5 von 35 bekannten Lärmquellen gleicher Intensität vollständig , so reduziert sich der Schallpegel in der Werksumgebung nur gerade um nicht mehr wahrnehmbare 7 dB ( A ) .;ADJD;so;10;--;ADV;8
126933;NZZ_1993_04_28_a177_seg5_s5;Per 1. April 1993 wurde auch die Schadenbearbeitung vollständig auf die Helvetia übertragen .;ADJD;übertragen;13;Full|Psp;VVPP;9
127302;NZZ_1993_04_28_a197_seg3_s3;Aus Angaben von Finanzminister Yoshiro Hayashi kann allerdings geschlossen werden , dass für Japan wichtiger ist als eine solche Erklärung , deren Zustandekommen übrigens als fraglich gilt , dass von nicht zuständigen Vertretern der amerikanischen Administration , die eine von der japanischen Position abweichende Haltung zur Devisenmarktentwicklung einnehmen , künftig Stellungnahmen zur Yen-Kursentwicklung unterlassen werden und dass im Rahmen der G-7 ein Konsens darüber hergestellt wird , die Entwicklung an den Devisenmärkten nicht vollständig sich selbst zu überlassen .;ADJD;überlassen;78;Full|-2;VVINF;74
127316;NZZ_1993_04_28_a197_seg3_s17;Wechselkursentwicklungen , die sich auf Grund von Erwartungen der Marktteilnehmer von den wirtschaftlichen Realitäten abgehoben haben , dürfen bei heftigen Fluktuationen nicht vollständig den Marktkräften überlassen werden .;ADJD;überlassen;26;Full|Psp;VVPP;23
127343;NZZ_1993_04_28_a197_seg10_s2;Im Nordwesten schickt sich die Andromeda an , vollständig in den Okeanos zu tauchen , der Schwan und die Leier entsteigen soeben dem Bad , so wenigstens spielten sich Auf- und Untergang der Gestirne in der Vorstellungswelt der Menschen zu vorgeschichtlicher Zeit ab .;ADJD;tauchen;14;Full|-2;VVINF;9
127853;NZZ_1993_04_29_a5_seg6_s2;Die Democrazia cristiana verlangte , dass ihre bisherige Equipe praktisch vollständig übernommen werde , und trieb überdies Ciampi zur Eile .;ADJD;übernehmen;12;Full|Psp;VVPP;11
128063;NZZ_1993_04_29_a17_seg8_s1;Die Wiederaufnahme der Verhandlungen in Washington wurde in den besetzten Gebieten mit einem Generalstreik markiert , der fast vollständig eingehalten wurde .;ADJD;einhalten;20;Full|Psp;VVPP;19
133710;NZZ_1993_04_29_a231_seg2_s14;Beide Scheunen brannten jedoch vollständig aus .;ADJD;brennen;3;Full|3|Pl|Past|Ind;VVFIN;5
134722;NZZ_1993_03_31_a33_seg10_s6;Das Wirtschaftsleben sei vollständig zum Erliegen gekommen .;ADJD;kommen;7;Full|Psp;VVPP;4
141535;NZZ_1993_08_02_a102_seg2_s12;"Und auch Dieter Morf , der Trainer , hat sich mit Burkart überworfen ; ja er kann sich gar eine Staffel ohne den 36jährigen Teamsenior vorstellen , denn dieser habe sich vollständig abgeschottet , fahre ein « Extrazüglein » und sei unter diesen Umständen wohl schwer in eine Mannschaft zu integrieren , zumal in einem optimal funktionierenden Team auch die « menschliche Chemie » stimmen müsse .";ADJD;abschotten;33;Full|Psp;VVPP;32
144079;NZZ_1993_08_03_a29_seg3_s14;In den sechziger Jahren wurde ein zusätzlicher Flügel gebaut , später liess Bürgermeister Koch es vollständig renovieren .;ADJD;renovieren;17;Full|-2;VVINF;16
144378;NZZ_1993_08_03_a41_seg4_s3;Drei Jahrzehnte hat es gedauert , bis sie jetzt mit dem dritten , Innerrhoden gewidmeten Band vollständig vorliegt .;ADJD;vorliegen;18;Full|3|Sg|Pres|Ind;VVFIN;17
147555;NZZ_1993_08_03_a159_seg2_s23;Zum einen geht es darum , sowohl auf einzelwirtschaftlicher als auch auf gesamtwirtschaftlicher Ebene rationale Entscheidungs- und Verhaltensstrukturen für Probleme zu entwickeln , bei denen die möglichen künftigen Konsequenzen verschiedener Handlungsalternativen im vornherein nicht vollständig bekannt sind .;ADJD;bekannt;36;Pos;VVPP;35
148988;NZZ_1993_08_04_a44_seg12_s7;Ein erfolgreiches Beispiel ist die Konstruktion einer Maus , der das Tumorsuppressor-Gen p53 vollständig fehlt .;ADJD;fehlen;15;Full|3|Sg|Pres|Ind;VVFIN;14
148996;NZZ_1993_08_04_a44_seg12_s15;Vielleicht wäre es günstiger , wenn die Aktivität des p53-Gens nur reduziert würde , statt sie vollständig auszuschalten .;ADJD;ausschalten;18;Full|zu;VVIZU;17
149092;NZZ_1993_08_04_a47_seg6_s2;Der Bund hätte sich nach dem Willen der Initianten inskünftig ausschliesslich über indirekte Steuern zu finanzieren und die direkten Steuern vollständig den Kantonen und Gemeinden zu überlassen .;ADJD;überlassen;27;Full|-2;VVINF;21
150577;NZZ_1993_08_04_a84_seg2_s11;"Die dreimanualige Orgel von Theodor Kuhn ( Orgelbau ) stammt von 1904 ; sie ist von der nach wie vor in Männedorf am Zürichsee beheimateten Orgelbaufirma eben erst vollständig restauriert worden , und man hat sie in ihrer pneumatischen Traktur belassen .";ADJD;restaurieren;30;Full|Psp;VVPP;29
151357;NZZ_1993_08_04_a93_seg3_s10;Wird der Widerstand zu gross , kann die Blasenmuskulatur die Harnblase nicht mehr vollständig entleeren .;ADJD;entleeren;15;Full|-2;VVINF;14
151887;NZZ_1993_08_04_a127_seg24_s6;In der Nacht zum Montag war bei einem Grossbrand im Zentrum von Jona das Obergeschoss des Fabrikationstrakts einer Büromöbelfabrik vollständig zerstört worden .;ADJD;zerstören;21;Full|Psp;VVPP;20
156503;NZZ_1993_08_05_a173_seg2_s3;Kenzo war im Juni von LVMH-Chef Bernard Arnaud über seine Familienholding SEBP vollständig übernommen worden .;ADJD;übernehmen;14;Full|Psp;VVPP;13
