;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
28518;NZZ_1993_04_06_a175_seg3_s11;Ungarettis knapper Text zwischen abgründiger Verzweiflung und Licht wurde geradezu inszeniert : eine instrumentale , klangmalerische Verwendung der Stimme von suggestiver Sinnlichkeit , expressiver Sprechgesang in eindringliche Rhythmik und dann - überraschend , beinahe karikierend - opernhafter , eitler Belcanto .;ADV;karikierend;35;Pos;ADJD;34
28829;NZZ_1993_04_07_a12_seg10_s5;"Langjährige Bewohner Neapels heben hervor , nach drei Monaten sei die Stadt nicht wiederzuerkennen gewesen : keine Gemüsereste mehr in den Marktgassen der Innenstadt , keine Zeugnisse von Drogenkonsum und Liebesleben in den Parks ; Neapel war beinahe so sauber wie Zürich in seinen besseren Zeiten .";ADV;sein;37;Sein|3|Sg|Past|Ind;VAFIN;38
28968;NZZ_1993_04_07_a16_seg8_s11;"Das deutsche Bestreben , möglichst viele Russlanddeutsche in für sie annehmbaren Verhältnissen in Russland zu belassen , scheint legitim ; wieweit aber eine von diesen gewünschte , nun beinahe nur noch symbolische Wiedererrichtung einer Wolgarepublik tatsächlich dieser Absicht nützen kann , erscheint zunehmend fraglich .";ADV;symbolisch;32;Pos|Nom|Sg|Fem;ADJA;29
28993;NZZ_1993_04_07_a19_seg2_s8;Ethnische und religiöse Konflikte sowie Gebietsstreitigkeiten sind Ursache dafür , dass Tschad sich seit Jahren im Zustand beinahe konstanten Bürgerkriegs befindet .;ADV;konstant;19;Pos|Gen|Sg|Masc;ADJA;18
30580;NZZ_1993_04_07_a83_seg2_s9;Dies hatte aber für die Deutschen kaum negative Auswirkungen , prägten sie doch das Geschehen beinahe permanent .;ADV;prägen;11;Full|3|Pl|Past|Ind;VVFIN;16
31090;NZZ_1993_04_07_a114_seg3_s14;Dies hatte aber für die Deutschen kaum negative Auswirkungen , prägten sie doch das Geschehen beinahe permanent .;ADV;prägen;11;Full|3|Pl|Past|Ind;VVFIN;16
32496;NZZ_1993_04_07_a161_seg3_s1;Malaysias Zentralbank , Bank Negara , hat im vergangenen Jahr beinahe ihre gesamten « aussergewöhnlichen » Devisenreserven verloren .;ADV;Devisenreserve;17;Reg|Nom|Pl|Fem;NN;11
40954;NZZ_1993_04_10_a29_seg4_s2;"Die bekanntgegebenen Eckdaten weisen auf eine spektakuläre Zunahme der Kriminalität und auf eine allgemeine Lockerung der Sitten im Zuge der Wirtschaftsreform hin : Bei der Aufklärung von beinahe 15 000 Fällen von Drogenschmuggel wurden 4489 Kilogramm Heroin beschlagnahmt ; im Zusammenhang mit der im ganzen Land aufblühenden Prostitution wurden über 16 000 entführte Frauen und Kinder befreit und 240 000 Personen festgenommen .";ADV;000;30;--;CARD;28
41228;NZZ_1993_04_10_a43_seg2_s16;Aline Valangin bevorzugt kurze , beinahe spröde Sätze und einen leise ironischen Ton .;ADV;spröd|spröde;7;Pos|Acc|Pl|Masc;ADJD;6
43312;NZZ_1993_04_10_a94_seg10_s23;"Dass sich « Jener » auf « Pindar » nur beinahe reimt , kann als Illustration dazu gelesen werden ; gleichzeitig aber auch als Hinweis darauf , dass dem an der Königszäsur zackernden Ich das Wenden des Verses ( « an/ur » ) noch schlechter gelingt als seinem Vorgänger .";ADV;auf;6;Auf;APPR;11
44947;NZZ_1993_04_10_a127_seg2_s8;Über die Gründe des Fernbleibens gehen die Ansichten derart weit auseinander , dass schon beinahe von Ratlosigkeit gesprochen werden kann .;ADV;sprechen;18;Full|Psp;VVPP;15
47214;NZZ_1993_04_10_a154_seg2_s6;Aus dem Gesundheitsministerium verlautete , beinahe 1000 staatliche Ärzteteams und Freiwilligengruppen befänden sich zwar rund um die Uhr im Einsatz , seien aber mit Tausenden von neuen Ansteckungen pro Tag überfordert .;ADV;1000;7;--;CARD;6
52997;NZZ_1993_04_13_a129_seg6_s7;Und heuer - weil es so schön war - wieder er , und zwar im Alter von beinahe 39 Jahren .;ADV;39;19;--;CARD;18
54968;NZZ_1993_04_13_a163_seg6_s13;Andere Redner wiesen aber auch darauf hin , dass Faktoren wie die Unsicherheit über Landrechte und umweltschützerische Vorschriften beinahe gleich grosse Hindernisse wie unflexible Steuervorschriften darstellten .;ADV;gleichen;20;--;ADJD;19
55612;NZZ_1993_04_14_a1_seg4_s3;Bei den privaten Tankstellen , wo der Stoff in unbeschränkten Mengen abgegeben wird , bezahlt man jetzt schon 4 Deutsche Mark für den Liter oder das Entsprechende zum beinahe täglich steigenden Schwarzkurs , der im November noch auf 650 Dinar stand , heute aber schon 23 000 erreicht hat .;ADV;täglich;30;Pos;ADJD;29
56746;NZZ_1993_04_14_a47_seg3_s2;Kein Mitglied der neuen französischen Regierung , hält der Generalsekretär der Vereinigung für den TGV Rhein-Rhone , Thierry Zettel , beinahe schon resignierend fest , sei durch seine Herkunft unmittelbar an diesem Projekt interessiert , während den TGV Est gleich drei Minister verträten .;ADV;resignierend;23;Pos;ADJD;21
60040;NZZ_1993_04_15_a3_seg8_s3;Die Christlichdemokraten würden bei Wahlen heute noch 18 Prozent der Stimmen erhalten , beinahe 12 Prozent weniger als beim ohnehin schlechten Ergebnis von 1992 .;ADV;12;15;--;CARD;14
62280;NZZ_1993_04_15_a97_seg2_s15;Bis zur ersten echten Torchance durch Christian Weber dauerte es beinahe ein Drittel lang , und als Manuele Celio zu Beginn des zweiten Abschnitts den Ausgleich erzielte und die Schweizer das Spiel besser in den Griff zu bekommen schienen , brachte Manfred Mühr sein Team mit dem ersten Schuss in diesem Drittel erneut und definitiv in Führung .;ADV;dauern;9;Full|3|Sg|Past|Ind;VVFIN;11
65125;NZZ_1993_04_16_a3_seg10_s15;Doch plötzlich ist es nicht mehr tabu , über Armut zu reden , und es gehört schon beinahe zum guten Ton , sich an einem der zahlreichen Projekte zu beteiligen , die der Schock der Januartage ausgelöst hat .;ADV;gehören;16;Full|3|Sg|Pres|Ind;VVFIN;18
66222;NZZ_1993_04_16_a53_seg6_s3;Der Entwurf sei beinahe fertig und habe den in einer Vorvernehmlassung vorgebrachten Anliegen Rechnung getragen .;ADV;fertig;5;Pos;ADJD;4
66405;NZZ_1993_04_16_a63_seg6_s1;Auch der neue Entwurf , der nicht nur die programmlichen , finanziellen und organisatorischen Aspekte regelt , sondern auch den Bereich der Technik mit einbezieht , ist im Grunde genommen , trotz seinem Umfang von beinahe hundert Gesetzesartikeln , ein Rahmengesetz mit einer möglichst liberalen Ausgestaltung .;ADV;hundert;37;--;CARD;36
66613;NZZ_1993_04_16_a75_seg10_s4;Dass es noch beinahe drei Jahre dauern sollte , ehe sich ein Ausgleich im innerangolanischen Konflikt anbahnte , und dass dieser Ausgleich dann ausgerechnet an Jonas Savimbi und seiner Unita scheitern sollte , zeigt höchstens , dass Friedensstiften und Friedenssicherung nicht dasselbe sind und dass die Garantiemächte , die seither Angola hätten in eine neue Zeit führen sollen , versagt haben .;ADV;drei;5;--;CARD;4
68614;NZZ_1993_04_16_a136_seg5_s6;Seit Anfang April erreichte der Index beinahe täglich Spitzenwerte , und er lag Mitte Woche mit 40 Punkten auf dem höchsten Stand aller Zeiten .;ADV;erreichen;4;Full|3|Sg|Past|Ind;VVFIN;7
68969;NZZ_1993_04_16_a154_seg11_s8;Die Rechnung der Basler Holvis Holzstoff AG weist einen beinahe unveränderten Gewinn von 05 ( 17 ) Mio. Fr .;ADV;unverändert;11;Pos|Acc|Sg|Masc;ADJA;10
73034;NZZ_1993_04_17_a85_seg2_s5;Weil die NHL den Höhepunkt , die Play-off-Kür um den Stanley-Cup , fatalerweise regelmässig beinahe zeitgleich mit der WM beginnt , interessiert der Personenverkehr zwischen den zwei Kontinenten breite Kreise .;ADV;zeitgleich;16;Pos;ADJD;15
75153;NZZ_1993_04_17_a136_seg2_s11;So oft beinahe totgeküsst werden will das Hanserl gar nicht von seinem Röschen , es wird ihm langsam zuviel .;ADV;--;4;Full|Psp;VVPP;3
77537;NZZ_1993_04_19_a42_seg4_s61;Der gewiss nicht zur ehemaligen « majorité présidentielle » zu zählende Politologe und Journalist Alain-Gerard Slama nimmt in seinem « Essai sur l ' ordre moral contemporain » die « Religion der Sicherheit » aufs Korn , die von Frankreich Besitz ergriffen und die republikanische Kultur beinahe erstickt habe .;ADV;ersticken;48;Full|Psp;VVPP;47
79631;NZZ_1993_04_19_a123_seg9_s14;Angesichts der enorm hohen Leistungsdichte unter den Topathleten ist es beinahe unmöglich , vollkommene Richtlinien aufzustellen .;ADV;unmöglich;12;Pos;ADJD;11
81062;NZZ_1993_04_19_a165_seg31_s5;Sein Zentrum ist klar durch das beinahe wolkenlose , gekrümmte Band zu lokalisieren .;ADV;wolkenlos;8;Pos|Acc|Sg|Neut;ADJA;7
81277;NZZ_1993_04_19_a170_seg4_s3;Dessen ungeachtet gewinnen die meisten ( neuen ) Lieder gegenüber der gar geräuschfrei , beinahe einebnend abgemischten Platte an Kraft , an Facetten .;ADV;--;16;Pos;ADJD;15
82100;NZZ_1993_04_20_a36_seg4_s3;Mit Polzers Schicksal verbunden ist das seines zynisch-aggressiven , durch eine schreckliche Körperfäulnis deformierten Freundes Karl Fanta , auch er ein Opfer , auch er ein Exempel menschlicher Unfreiheit und Determination , wie beinahe alle Figuren dieses bitteren Buches , aus dem nur der pervers-dämonische Pfleger Sonntag , der Täter , ohne Schaden entkommt .;ADV;alle;35;Indef|Attr|-3|Acc|Pl|Fem;PIAT;34
88295;NZZ_1993_04_21_a105_seg3_s3;Ein Jahr nach dem einmaligen Halbfinalvorstoss in Prag haben sich beinahe alle Vorzeichen für die Schweizer ins Negative gewandt .;ADV;haben;9;Haben|3|Pl|Pres|Ind;VAFIN;11
89897;NZZ_1993_04_21_a170_seg10_s2;"Landesweit sind seit Anfang Jahr die Einzelhandelspreise durchschnittlich um 6% gestiegen ; in den 35 grössten chinesischen Städten machte die Steigerung allerdings mit durchschnittlich 7% gegenüber dem Vorjahr schon beinahe das Doppelte aus , und in Wirklichkeit dürfte sie noch an manch anderen Orten sogar die offiziellen 2% in Guangzhou und die über 22% in der Inneren Mongolei noch übersteigen .";ADV;machen;19;Full|3|Sg|Past|Ind;VVFIN;30
90139;NZZ_1993_04_21_a183_seg11_s6;Dabei zeigte sich , dass beinahe jeder zweite der Befragten ( 47 Prozent ) einen oder mehrere HIV-Tests durchführen liess .;ADV;zweit;8;Reg|Nom|Sg|Masc;ADJA;6
90429;NZZ_1993_04_21_a193_seg2_s11;Es zeigte sich , dass die Betrügerin seit 1987 insgesamt sechs Männern und zwei Frauen beinahe eine dreiviertel Million Franken als Darlehen abgeknöpft hatte .;ADV;Million;19;Reg|Acc|Sg|Fem;NN;16
91458;NZZ_1993_04_22_a40_seg3_s2;Zum Beinamen « schwedischer Mozart » ist Kraus nicht nur wegen beinahe identischer Lebensdaten ( 1756-1792 ) gekommen .;ADV;identisch;13;Pos|Gen|Pl|Neut;ADJA;12
93923;NZZ_1993_04_22_a118_seg3_s3;Dieser schwere Sulzschnee , ein unfreundlicher Haufen nasser Masse , besitzt für die Schweizer Mannschaft an dieser Eishockey-Weltmeisterschaft beinahe Symbolwert : In München ist nach 120 Minuten ohne Torerfolg , der 0 : 1-Demütigung gegen Italien , der Druck bleiern schwer und die Aufgabe schwieriger geworden .;ADV;Symbolwert;20;Reg|Nom|Sg|Masc;NN;19
95646;NZZ_1993_04_22_a182_seg5_s5;Kurz nach Ostern hatten im System des Interbanken-Clearings noch Sätze von beinahe 5% gegolten , in der Folge aber nach oben tendiert und wieder 5 5 / 8 % erreicht .;ADV;5%;13;--;CARD;12
95886;NZZ_1993_04_22_a198_seg7_s11;Er lässt die Umsatzrendite des Konzerns auf akzeptable 7% ( zum Vergleich : ABB 7% ) und die beinahe noch wichtigere Eigenkapitalrendite auf beachtliche 9% steigen .;ADV;wichtig;21;Comp|Nom|Sg|Fem;ADJA;19
95905;NZZ_1993_04_22_a198_seg11_s8;Dass sich letzteres erfüllen wird , steht auf Grund der spürbar verbesserten Bilanzqualität - deutlich gemehrte Nettoliquidität , gepaart mit rückläufiger Nettoverschuldung - beinahe zwangsläufig zu erwarten .;ADV;zwangsläufig;25;Pos;ADJD;24
96516;NZZ_1993_04_22_a230_seg3_s1;"bl. 1 Prozent Aufwandwachstum bei einem Ertragszuwachs von 9 Prozent kennzeichnen die Entwicklung in der Laufenden Rechnung der kantonalen Verwaltungsrechnung 1992 ; damit ist der Aufwand gegenüber dem Vorjahr um beinahe eine halbe Milliarde Franken auf 7420 Mio. Fr. gestiegen ( ohne interne Verrechnungen ) , während der Ertrag 6901 Mio. Fr. erreichte , so dass ein Aufwandüberschuss von 519 Mio. Fr. resultiert .";ADV;Milliarde;34;Reg|Acc|Sg|Fem;NN;31
97287;NZZ_1993_04_23_a38_seg2_s1;Die Aussage und Aufforderung von Herrn Guido Appius zum völligen Verbot von In-vitro-Fertilisation ( IVF ) und heterologer Insemination ( vgl. NZZ Nr. 83 ) ist mir beinahe im Hals steckengeblieben .;ADV;in;29;Dat|Sg|Masc;APPRART;28
98153;NZZ_1993_04_23_a95_seg2_s2;« Harte Währung ist uns lieber als Applaus » , sagte Festivaldirektor Michail Litwjakow am Ende des dritten Dokumentarfilmfestivals von St. Petersburg , dessen Durchführung denn beinahe auch an der im Lande galoppierenden Inflation gescheitert wäre .;ADV;an;29;An;APPR;27
98581;NZZ_1993_04_23_a114_seg6_s2;Basel sei von einer beinahe britisch anmutenden Pragmatik .;ADV;britisch;6;Pos;ADJD;5
99342;NZZ_1993_04_23_a134_seg7_s5;Die Equipe des Portugiesen Artur Jorge stürmte während der gesamten zweiten Halbzeit gegen das Juventus-Tor , kombinierte beinahe ohne Gegenwehr bis an den Sechzehnmeterraum , liess es dann aber zuweilen an Übersicht vermissen .;ADV;ohne;19;Acc;APPR;18
104755;NZZ_1993_04_24_a67_seg8_s1;Der Wechsel vom Sie zum Du in den Briefen an Kamila Stösslová , beinahe 50 Jahre später , erfolgt im April 1927 , als er von der Unterschrift mit « Dr. ph. Leos Janá $ ?;ADV;50;15;--;CARD;14
106213;NZZ_1993_04_24_a85_seg6_s13;Es ist deshalb kaum ein Zufall , dass beinahe die Hälfte der Stammspieler der gegenwärtig so erfolgreichen Nationalmannschaft bis vor kurzem von einem geduldigen Trainer namens Barberis ausgebildet worden war .;ADV;Hälfte;11;Reg|Nom|Sg|Fem;NN;9
108307;NZZ_1993_04_24_a132_seg7_s9;Die « Anmache » der Männer fehlt beinahe gänzlich , Frauen können unbesorgt in Kneipen verkehren und auf einsamen Strassen gehen .;ADV;fehlen;7;Full|3|Sg|Pres|Ind;VVFIN;8
110311;NZZ_1993_04_24_a201_seg11_s6;Bei den ordentlichen Steuern wurde das veranschlagte Soll leicht übertroffen , bei den Grundsteuern konnte das Ziel beinahe erreicht werden .;ADV;erreichen;19;Full|Psp;VVPP;18
110378;NZZ_1993_04_24_a205_seg2_s11;Die Laufruhe nähert sich beinahe Dampferwerten , der Schallpegel der Konversation übertraf stets jenen der beiden Dieselmotoren , und der Brennstoffverbrauch ist , wie man aus den Erfahrungen mit der « Turicum » weiss , nicht grösser als bei den kleineren alten Booten .;ADV;nähern;3;Full|3|Sg|Pres|Ind;VVFIN;5
114632;NZZ_1993_04_26_a158_seg5_s11;Bei einer Arbeitslosigkeit von über vierzig Prozent auf dem Gebiet der ehemaligen DDR sei der Sportbetrieb , und somit auch die Leichtathletik von einstiger Weltgeltung , beinahe gänzlich zum Erliegen gekommen .;ADV;gänzlich;28;Pos;ADJD;27
115083;NZZ_1993_04_26_a182_seg5_s1;Die endgültige Etablierung des erst im Jahre 1965 gegründeten Handballklubs Borba Luzern im nationalen Spitzenhandball hat nun die langjährige Hegemonie der mittelländischen Stadtklubs verändert , zumal in den im Grossraum Luzern führenden Teams aus Stans , Muotathal , Kriens und Dagmersellen ein beinahe unerschöpfliches Reservoir an entwicklungs- und begeisterungsfähigen Nachwuchsspielern zur Verfügung steht .;ADV;unerschöpflich;44;Pos|Acc|Sg|Neut;ADJA;43
115089;NZZ_1993_04_26_a182_seg5_s7;Der beinahe kometenhafte Aufstieg der Stadtluzerner basiert auf einer gezielt geförderten Nachwuchsbewegung .;ADV;kometenhaft;3;Pos|Nom|Sg|Masc;ADJA;2
116001;NZZ_1993_04_26_a217_seg3_s6;Inzwischen habe ich die Vorzeichen etwas geändert : Jetzt wird ein Sieg vom 32jährigen Schweizer beinahe erwartet .;ADV;erwarten;17;Full|Psp;VVPP;16
119231;NZZ_1993_04_27_a72_seg6_s5;Mit den heute vorgesehenen Flughafenausbauten werden diese Vorgaben beinahe erreicht .;ADV;erreichen;10;Full|Psp;VVPP;9
121589;NZZ_1993_04_27_a145_seg8_s4;Trotz allen Schwierigkeiten sollen im laufenden Jahr rund 500 Mio. Ecu ausgezahlt werden - beinahe dreimal soviel wie im letzten Jahr .;ADV;dreimal;16;--;ADV;15
128071;NZZ_1993_04_29_a18_seg2_s3;Die Kämpfe , die am Vortag beinahe zeitgleich mit dem Inkrafttreten der verschärften Embargo-Bestimmungen gegen Rest-Jugoslawien ausgebrochen waren , erfassten bis Mittwoch immer grössere Gebiete in weiten Teilen des Landes .;ADV;zeitgleich;8;Pos;ADJD;7
128468;NZZ_1993_04_29_a38_seg10_s7;Ihre beinahe endlose Tourenliste , die Hunderte von schwierigsten Unternehmungen in den Ost- und Westalpen umfasst , steht ebenbürtig neben der führender Alpinisten .;ADV;endlos;3;Pos|Nom|Sg|Fem;ADJA;2
128543;NZZ_1993_04_29_a39_seg5_s33;Diese beinahe fanatische Überzeugung überträgt sich auf andere , die nun mithelfen .;ADV;fanatisch;3;Pos|Nom|Sg|Fem;ADJA;2
128581;NZZ_1993_04_29_a39_seg7_s36;Geduldig , ja beinahe apathisch wartet er .;ADV;apathisch;5;Pos;ADJD;4
129595;NZZ_1993_04_29_a65_seg3_s1;Was die im Präsens geschriebenen , Vergangenes und Zukünftiges verknüpfenden « Strophen » vorwegnahmen , ist nun von der Gegenwart eingeholt worden : Hans Sahl ist , wie bereits gemeldet , in der Nacht vom 26. auf den 27. April im biblischen Alter von beinahe 91 Jahren gestorben .;ADV;91;46;--;CARD;45
131624;NZZ_1993_04_29_a168_seg2_s4;"Der architektonische Zustand der Städte und Städtchen in Holland ist , mit Ausnahme des von Hitler zerbombten Rotterdam , vielfach beinahe perfekt erhalten , auch wenn fast überall einige Kanäle zu Fahr- oder Gehwegen zugeschüttet wurden ; aber der finanzielle Aufschwung der sechziger Jahre hat die kostbare Substanz selten durch Glas und Beton ersetzt und nur wenig geschmälert .";ADV;perfekt;22;Pos;ADJD;21
137587;NZZ_1993_03_31_a144_seg6_s2;Seit dem Rekordjahr 1989 , als alle drei Konzerne ertragsmässig noch eng beieinander gelegen hatten , sackte bei der BASF der Jahresüberschuss um beinahe 70% auf nur mehr 615 Mio. DM ab .;ADV;70%;25;--;CARD;24
138923;NZZ_1993_08_02_a21_seg2_s21;Der Brief an Poulet-Malassis findet sich in dem achten und letzten Band der deutschen Gesamtausgabe , die unter der Leitung von Friedhelm Kemp nach beinahe zwanzig Jahren zum Abschluss gekommen ist .;ADV;zwanzig;26;--;CARD;25
138924;NZZ_1993_08_02_a21_seg2_s22;Statt « beinahe zwanzig » könnte auch « mehr als fünfzig » stehen : wenn man sich nicht nur auf Friedhelm Kemps Arbeit an dieser Ausgabe , sondern auf seine Beschäftigung mit dem Dichter bezöge .;ADV;zwanzig;4;--;CARD;3
138968;NZZ_1993_08_02_a22_seg2_s21;Der Brief an Poulet-Malassis findet sich in dem achten und letzten Band der deutschen Gesamtausgabe , die unter der Leitung von Friedhelm Kemp nach beinahe zwanzig Jahren zum Abschluss gekommen ist .;ADV;zwanzig;26;--;CARD;25
138969;NZZ_1993_08_02_a22_seg2_s22;Statt « beinahe zwanzig » könnte auch « mehr als fünfzig » stehen : wenn man sich nicht nur auf Friedhelm Kemps Arbeit an dieser Ausgabe , sondern auf seine Beschäftigung mit dem Dichter bezöge .;ADV;zwanzig;4;--;CARD;3
139217;NZZ_1993_08_02_a29_seg3_s6;Als im Oktober vorigen Jahres eine Ausstellung seines Gesamtwerkes eröffnet wurde , die von den kubistischen und surrealistischen Anfängen in der zweiten Hälfte der dreissiger Jahre bis zu diesen drei späten lyrisch-abstrakten Gemälden mit ihren rosig leuchtenden Schaumkronen auf hell- und tiefblauem Grund führte , sagte der damals beinahe Einundachtzigjährige , er fühle sich jünger als vor fünfzig Jahren .;ADV;--;50;Reg|Nom|Sg|Neut;NN;49
139872;NZZ_1993_08_02_a49_seg2_s16;Dem Italiener ist , ungeachtet des Erfolges vom Sonntag , die Umstellung von der beinahe spielerisch anmutenden Fahrweise einer Viertelliter- zu der viel Kraftaufwand erfordernden , widerspenstigen Halblitermaschine bisher nicht vollends gelungen .;ADV;spielerisch;16;Pos;ADJD;15
140356;NZZ_1993_08_02_a67_seg3_s4;Am besten war die Luzerner Allmend frequentiert , wo beinahe 10 000 Fans dem Luzerner Erfolg beiwohnten .;ADV;000;12;--;CARD;10
142630;NZZ_1993_08_02_a128_seg3_s16;Der an Flugstunden ( rund 15 000 ) eher jungen DC-3 - sie gilt als äusserst robust und ist beinahe nicht totzukriegen - darf man auch heute noch eine Lebenserwartung von mehreren Jahrzehnten zutrauen .;ADV;totkriegen;22;Full|zu;VVIZU;20
143189;NZZ_1993_08_02_a151_seg6_s7;Und dass der Rekrut , der vor dem tannengeschmückten Rednerpult die Fahne hochzuhalten hatte , in der stechenden Sonne kurz ohnmächtig wurde , scheint beinahe ebensosehr zur Tradition zu gehören wie der Duft von Obwaldner Bratkäse , der schon etwas vor der Zeit von den Verpflegungsständen herüberwehte .;ADV;gehören;30;Full|-2;VVINF;25
145495;NZZ_1993_08_03_a88_seg2_s4;Der Kampf um die anerkannt hohen Einschaltquoten und die damit zu akquirierende Fernsehwerbung zwischen der staatlichen Anstalt RAI und den Privatsendern , im besonderen der Fininvest-Gruppe von Milan-Präsident Dr. Berlusconi ( Italia 1 , Rete 4 , Canale 5 ) , weist schon beinahe Tradition auf .;ADV;weisen;42;Full|3|Sg|Pres|Ind;VVFIN;44
145586;NZZ_1993_08_03_a93_seg1_s24;Bei den Dreharbeiten in Dänemark standen dem Team des NDR ( Autor : Rolf Seelmann-Eggebert , Regie : István Bury ) beinahe alle Türen offen .;ADV;Autor;12;Reg|Nom|Sg|Masc;NN;22
147362;NZZ_1993_08_03_a150_seg3_s3;Im Vergleich zum Vorjahr ist die Zahl der Logiernächte in der Stadt um beinahe 10 Prozent gesunken .;ADV;10;15;--;CARD;14
147417;NZZ_1993_08_03_a150_seg11_s4;Am deutlichsten , nämlich um beinahe ein Drittel , sind die Übernachtungen der italienischen Touristen zurückgegangen .;ADV;um;5;Acc;APPR;6
154044;NZZ_1993_08_05_a88_seg2_s4;"Im Letzigrund ist das nicht anders ; neben den von Khalid Skah mit Jahresbestzeit im Finish geschlagenen Yobes Ondieki ( 13 : 09 ) und Richard Chelimo ( 13 : 14 ) waren es allen voran die Steeple-Läufer , die diesmal mit einem dreifachen Sieg besonders zu überzeugen wussten - Kiptanui lief , beinahe schon eine Selbstverständlichkeit , in 8 : 29 eine Jahresbestzeit .";ADV;Selbstverständlichkeit;57;Reg|Nom|Sg|Fem;NN;54
156051;NZZ_1993_08_05_a140_seg3_s4;Im offiziellen Belgien kannte er fast jedermann , und beinahe jedermann kannte ihn , auch am Hof .;ADV;jedermann;11;Indef|Subst|-3|*4|*5|*6;PIS;10
156179;NZZ_1993_08_05_a152_seg2_s7;Die Untersuchung war eingeleitet worden , weil Clavadetscher Bruno Zwahlen während seiner beinahe sechsjährigen Haftzeit auf dem Thorberg über Gebühr bevorzugt hatte .;ADV;sechsjährig;14;Pos|Gen|Sg|Fem;ADJA;13
158056;NZZ_1993_08_06_a53_seg2_s7;Als « very earthy and very lusty » liest und inszeniert er das Stück , tummelt sich dementsprechend mit leichtfüssiger Kamera ( Roger Lanser ) meistens in purer Natur , spielt uns lustvoll das Lied von der Liebe ( und vom Tod nur beinahe ) in der Sommerwärme der überwältigend schönen toskanischen Hügelzüge und singt aus voller Kehle die heitere Weise von der prompten Bekehrung scharfzüngiger Ehefeinde zu liebestrunkenen Schwachköpfen , deren Antitheorien in der Hitze des Geschlechtergefechts von der Sinnlichkeit dieser Landschaft und dieses Klimas mühelos überrumpelt werden .;ADV;Tod;42;Reg|Dat|Sg|Masc;NN;44
